4,1.401311326,1.35400669
4,1.401311326,1.35400669
4,1.401311326,1.35400669
4,1.40131371,1.354000134
4,1.401309538,1.354021591
4,1.401309538,1.354021591
4,1.401338148,1.354036493
4,1.401338148,1.354036493
4,1.401338148,1.354036493
4,1.40130477,1.354026956
4,1.40130477,1.354026956
4,1.40130477,1.354026956
4,1.40130477,1.354026956
4,1.40130477,1.354026956
4,1.40130477,1.354026956
4,1.401351261,1.354000134
4,1.401351261,1.354000134
4,1.401351261,1.354000134
4,1.401351261,1.354000134
4,1.401351261,1.354000134
4,1.401341725,1.353997154
4,1.401341725,1.353997154
4,1.401341725,1.353997154
4,1.401341725,1.353997154
4,1.401341725,1.353997154
4,1.401341725,1.353997154
4,1.401341725,1.353997154
4,1.401341725,1.353997154
4,1.401341725,1.353997154
4,1.401341725,1.353997154
4,1.401322651,1.354010863
4,1.401322651,1.354010863
4,1.401322651,1.354010863
4,1.401322651,1.354010863
4,1.401322651,1.354010863
4,1.401322651,1.354010863
4,1.401322651,1.354010863
4,1.401322651,1.354010863
4,1.401322651,1.354010863
4,1.401322651,1.354010863
4,1.401322651,1.354010863
4,1.401317883,1.35400669
4,1.401317883,1.35400669
4,1.401317883,1.35400669
4,1.401317883,1.35400669
4,1.401317883,1.35400669
4,1.401317883,1.35400669
4,1.401317883,1.35400669
4,1.401317883,1.35400669
4,1.401317883,1.35400669
4,1.401317883,1.35400669
4,1.401317883,1.35400669
4,1.401317883,1.35400669
4,1.401317883,1.35400669
4,1.401334572,1.354016823
4,1.401334572,1.354016823
4,1.401334572,1.354016823
4,1.401334572,1.354016823
4,1.401334572,1.354016823
4,1.401334572,1.354016823
4,1.401334572,1.354016823
4,1.401334572,1.354016823
4,1.401334572,1.354016823
4,1.401334572,1.354016823
4,1.401334572,1.354016823
4,1.401334572,1.354016823
4,1.40133934,1.354015035
4,1.40133934,1.354015035
4,1.40133934,1.354015035
4,1.40133934,1.354015035
4,1.40133934,1.354015035
4,1.40133934,1.354015035
4,1.40133934,1.354015035
4,1.40133934,1.354015035
4,1.40133934,1.354015035
4,1.40133934,1.354015035
4,1.40133934,1.354015035
4,1.40133934,1.354015035
4,1.40133934,1.354015035
4,1.401301193,1.353991193
4,1.401301193,1.353991193
4,1.401301193,1.353991193
4,1.401301193,1.353991193
4,1.401301193,1.353991193
4,1.401301193,1.353991193
4,1.401301193,1.353991193
4,1.401301193,1.353991193
4,1.401301193,1.353991193
4,1.401301193,1.353991193
4,1.401301193,1.353991193
4,1.401301193,1.353991193
4,1.401301193,1.353991193
4,1.401301193,1.353991193
4,1.401326823,1.354032916
4,1.401326823,1.354032916
4,1.401326823,1.354032916
4,1.401326823,1.354032916
4,1.401326823,1.354032916
4,1.401326823,1.354032916
