"Time","TM.RADFET1_V3"
2025-01-16 20:55:00,
2025-01-16 21:00:00,
2025-01-16 21:05:00,
2025-01-16 21:10:00,
2025-01-16 21:15:00,
2025-01-16 21:20:00,
2025-01-16 21:25:00,
2025-01-16 21:30:00,
2025-01-16 21:35:00,
2025-01-16 21:40:00,
2025-01-16 21:45:00,
2025-01-16 21:50:00,
2025-01-16 21:55:00,
2025-01-16 22:00:00,
2025-01-16 22:05:00,
2025-01-16 22:10:00,
2025-01-16 22:15:00,
2025-01-16 22:20:00,
2025-01-16 22:25:00,
2025-01-16 22:30:00,
2025-01-16 22:35:00,
2025-01-16 22:40:00,
2025-01-16 22:45:00,
2025-01-16 22:50:00,
2025-01-16 22:55:00,
2025-01-16 23:00:00,
2025-01-16 23:05:00,
2025-01-16 23:10:00,
2025-01-16 23:15:00,
2025-01-16 23:20:00,
2025-01-16 23:25:00,
2025-01-16 23:30:00,
2025-01-16 23:35:00,
2025-01-16 23:40:00,
2025-01-16 23:45:00,
2025-01-16 23:50:00,
2025-01-16 23:55:00,
2025-01-17 00:00:00,
2025-01-17 00:05:00,
2025-01-17 00:10:00,
2025-01-17 00:15:00,
2025-01-17 00:20:00,
2025-01-17 00:25:00,
2025-01-17 00:30:00,
2025-01-17 00:35:00,
2025-01-17 00:40:00,
2025-01-17 00:45:00,
2025-01-17 00:50:00,
2025-01-17 00:55:00,
2025-01-17 01:00:00,
2025-01-17 01:05:00,
2025-01-17 01:10:00,
2025-01-17 01:15:00,
2025-01-17 01:20:00,
2025-01-17 01:25:00,
2025-01-17 01:30:00,
2025-01-17 01:35:00,
2025-01-17 01:40:00,
2025-01-17 01:45:00,
2025-01-17 01:50:00,125
2025-01-17 01:55:00,149
2025-01-17 02:00:00,100
2025-01-17 02:05:00,136
2025-01-17 02:10:00,131
2025-01-17 02:15:00,164
2025-01-17 02:20:00,147
2025-01-17 02:25:00,109
2025-01-17 02:30:00,139
2025-01-17 02:35:00,155
2025-01-17 02:40:00,114
2025-01-17 02:45:00,102
2025-01-17 02:50:00,78
2025-01-17 02:55:00,133
2025-01-17 03:00:00,86
2025-01-17 03:05:00,140
2025-01-17 03:10:00,109
2025-01-17 03:15:00,150
2025-01-17 03:20:00,112
2025-01-17 03:25:00,103
2025-01-17 03:30:00,104
2025-01-17 03:35:00,102
2025-01-17 03:40:00,86
2025-01-17 03:45:00,0
2025-01-17 03:50:00,0
2025-01-17 03:55:00,0
2025-01-17 04:00:00,0
2025-01-17 04:05:00,62
2025-01-17 04:10:00,64
2025-01-17 04:15:00,255
2025-01-17 04:20:00,0
2025-01-17 04:25:00,92
2025-01-17 04:30:00,85
2025-01-17 04:35:00,54
2025-01-17 04:40:00,77
2025-01-17 04:45:00,0
2025-01-17 04:50:00,116
2025-01-17 04:55:00,64
2025-01-17 05:00:00,60
2025-01-17 05:05:00,85
2025-01-17 05:10:00,103
2025-01-17 05:15:00,77
2025-01-17 05:20:00,90
2025-01-17 05:25:00,77
2025-01-17 05:30:00,0
2025-01-17 05:35:00,51
2025-01-17 05:40:00,81
2025-01-17 05:45:00,37
2025-01-17 05:50:00,255
2025-01-17 05:55:00,22
2025-01-17 06:00:00,59
2025-01-17 06:05:00,65
2025-01-17 06:10:00,90
2025-01-17 06:15:00,38
2025-01-17 06:20:00,39
2025-01-17 06:25:00,42
2025-01-17 06:30:00,12
2025-01-17 06:35:00,20
2025-01-17 06:40:00,39
2025-01-17 06:45:00,20
2025-01-17 06:50:00,25
2025-01-17 06:55:00,1
2025-01-17 07:00:00,8
2025-01-17 07:05:00,34
2025-01-17 07:10:00,74
2025-01-17 07:15:00,7
2025-01-17 07:20:00,19
2025-01-17 07:25:00,11
2025-01-17 07:30:00,34
2025-01-17 07:35:00,61
2025-01-17 07:40:00,60
2025-01-17 07:45:00,66
2025-01-17 07:50:00,22
2025-01-17 07:55:00,30
2025-01-17 08:00:00,65
2025-01-17 08:05:00,12
2025-01-17 08:10:00,33
2025-01-17 08:15:00,247
2025-01-17 08:20:00,69
2025-01-17 08:25:00,0
2025-01-17 08:30:00,10
2025-01-17 08:35:00,255
2025-01-17 08:40:00,237
2025-01-17 08:45:00,214
2025-01-17 08:50:00,228
2025-01-17 08:55:00,203
2025-01-17 09:00:00,234
2025-01-17 09:05:00,251
2025-01-17 09:10:00,213
2025-01-17 09:15:00,2
2025-01-17 09:20:00,231
2025-01-17 09:25:00,0
2025-01-17 09:30:00,0
2025-01-17 09:35:00,0
2025-01-17 09:40:00,0
2025-01-17 09:45:00,252
2025-01-17 09:50:00,201
2025-01-17 09:55:00,196
2025-01-17 10:00:00,226
2025-01-17 10:05:00,255
2025-01-17 10:10:00,238
2025-01-17 10:15:00,222
2025-01-17 10:20:00,238
2025-01-17 10:25:00,255
2025-01-17 10:30:00,19
2025-01-17 10:35:00,27
2025-01-17 10:40:00,194
2025-01-17 10:45:00,220
2025-01-17 10:50:00,166
2025-01-17 10:55:00,166
2025-01-17 11:00:00,189
2025-01-17 11:05:00,177
2025-01-17 11:10:00,168
2025-01-17 11:15:00,188
2025-01-17 11:20:00,188
2025-01-17 11:25:00,217
2025-01-17 11:30:00,167
2025-01-17 11:35:00,165
2025-01-17 11:40:00,155
2025-01-17 11:45:00,200
2025-01-17 11:50:00,200
2025-01-17 11:55:00,170
2025-01-17 12:00:00,201
2025-01-17 12:05:00,164
2025-01-17 12:10:00,0
2025-01-17 12:15:00,0
2025-01-17 12:20:00,0
2025-01-17 12:25:00,0
2025-01-17 12:30:00,0
2025-01-17 12:35:00,117
2025-01-17 12:40:00,160
2025-01-17 12:45:00,171
2025-01-17 12:50:00,164
2025-01-17 12:55:00,196
2025-01-17 13:00:00,169
2025-01-17 13:05:00,184
2025-01-17 13:10:00,163
2025-01-17 13:15:00,151
2025-01-17 13:20:00,183
2025-01-17 13:25:00,186
2025-01-17 13:30:00,179
2025-01-17 13:35:00,178
2025-01-17 13:40:00,152
2025-01-17 13:45:00,151
2025-01-17 13:50:00,171
2025-01-17 13:55:00,154
2025-01-17 14:00:00,142
2025-01-17 14:05:00,126
2025-01-17 14:10:00,129
2025-01-17 14:15:00,127
2025-01-17 14:20:00,129
2025-01-17 14:25:00,156
2025-01-17 14:30:00,129
2025-01-17 14:35:00,140
2025-01-17 14:40:00,153
2025-01-17 14:45:00,124
2025-01-17 14:50:00,147
2025-01-17 14:55:00,128
2025-01-17 15:00:00,126
2025-01-17 15:05:00,130
2025-01-17 15:10:00,150
2025-01-17 15:15:00,158
2025-01-17 15:20:00,144
2025-01-17 15:25:00,186
2025-01-17 15:30:00,145
2025-01-17 15:35:00,161
2025-01-17 15:40:00,151
2025-01-17 15:45:00,139
2025-01-17 15:50:00,104
2025-01-17 15:55:00,0
2025-01-17 16:00:00,147
2025-01-17 16:05:00,125
2025-01-17 16:10:00,0
2025-01-17 16:15:00,131
2025-01-17 16:20:00,134
2025-01-17 16:25:00,152
2025-01-17 16:30:00,153
2025-01-17 16:35:00,130
2025-01-17 16:40:00,152
2025-01-17 16:45:00,117
2025-01-17 16:50:00,164
2025-01-17 16:55:00,151
2025-01-17 17:00:00,0
2025-01-17 17:05:00,158
2025-01-17 17:10:00,0
2025-01-17 17:15:00,0
2025-01-17 17:20:00,0
2025-01-17 17:25:00,0
2025-01-17 17:30:00,116
2025-01-17 17:35:00,131
2025-01-17 17:40:00,111
2025-01-17 17:45:00,106
2025-01-17 17:50:00,126
2025-01-17 17:55:00,113
2025-01-17 18:00:00,122
2025-01-17 18:05:00,105
2025-01-17 18:10:00,81
2025-01-17 18:15:00,136
2025-01-17 18:20:00,104
2025-01-17 18:25:00,60
2025-01-17 18:30:00,96
2025-01-17 18:35:00,94
2025-01-17 18:40:00,90
2025-01-17 18:45:00,98
2025-01-17 18:50:00,137
2025-01-17 18:55:00,111
2025-01-17 19:00:00,88
2025-01-17 19:05:00,92
2025-01-17 19:10:00,84
2025-01-17 19:15:00,136
2025-01-17 19:20:00,90
2025-01-17 19:25:00,121
2025-01-17 19:30:00,103
2025-01-17 19:35:00,85
2025-01-17 19:40:00,94
2025-01-17 19:45:00,83
2025-01-17 19:50:00,123
2025-01-17 19:55:00,110
2025-01-17 20:00:00,126
2025-01-17 20:05:00,60
2025-01-17 20:10:00,0
2025-01-17 20:15:00,55
2025-01-17 20:20:00,0
2025-01-17 20:25:00,0
2025-01-17 20:30:00,0
2025-01-17 20:35:00,0
2025-01-17 20:40:00,57
2025-01-17 20:45:00,43
2025-01-17 20:50:00,103
2025-01-17 20:55:00,56
2025-01-17 21:00:00,94
2025-01-17 21:05:00,255
2025-01-17 21:10:00,107
2025-01-17 21:15:00,102
2025-01-17 21:20:00,82
2025-01-17 21:25:00,87
2025-01-17 21:30:00,50
2025-01-17 21:35:00,31
2025-01-17 21:40:00,106
2025-01-17 21:45:00,108
2025-01-17 21:50:00,54
2025-01-17 21:55:00,58
2025-01-17 22:00:00,70
2025-01-17 22:05:00,111
2025-01-17 22:10:00,252
2025-01-17 22:15:00,53
2025-01-17 22:20:00,59
2025-01-17 22:25:00,81
2025-01-17 22:30:00,58
2025-01-17 22:35:00,103
2025-01-17 22:40:00,76
2025-01-17 22:45:00,64
2025-01-17 22:50:00,33
2025-01-17 22:55:00,65
2025-01-17 23:00:00,58
2025-01-17 23:05:00,48
2025-01-17 23:10:00,0
2025-01-17 23:15:00,70
2025-01-17 23:20:00,84
2025-01-17 23:25:00,26
2025-01-17 23:30:00,55
2025-01-17 23:35:00,10
2025-01-17 23:40:00,66
2025-01-17 23:45:00,31
2025-01-17 23:50:00,51
2025-01-17 23:55:00,71
2025-01-18 00:00:00,82
2025-01-18 00:05:00,76
2025-01-18 00:10:00,25
2025-01-18 00:15:00,62
2025-01-18 00:20:00,79
2025-01-18 00:25:00,58
2025-01-18 00:30:00,241
2025-01-18 00:35:00,38
2025-01-18 00:40:00,54
2025-01-18 00:45:00,92
2025-01-18 00:50:00,14
2025-01-18 00:55:00,45
2025-01-18 01:00:00,50
2025-01-18 01:05:00,26
2025-01-18 01:10:00,51
2025-01-18 01:15:00,58
2025-01-18 01:20:00,21
2025-01-18 01:25:00,255
2025-01-18 01:30:00,0
2025-01-18 01:35:00,41
2025-01-18 01:40:00,19
2025-01-18 01:45:00,15
2025-01-18 01:50:00,14
2025-01-18 01:55:00,28
2025-01-18 02:00:00,21
2025-01-18 02:05:00,0
2025-01-18 02:10:00,0
2025-01-18 02:15:00,0
2025-01-18 02:20:00,0
2025-01-18 02:25:00,0
2025-01-18 02:30:00,38
2025-01-18 02:35:00,28
2025-01-18 02:40:00,3
2025-01-18 02:45:00,1
2025-01-18 02:50:00,2
2025-01-18 02:55:00,219
2025-01-18 03:00:00,7
2025-01-18 03:05:00,239
2025-01-18 03:10:00,25
2025-01-18 03:15:00,11
2025-01-18 03:20:00,0
2025-01-18 03:25:00,244
2025-01-18 03:30:00,197
2025-01-18 03:35:00,240
2025-01-18 03:40:00,40
2025-01-18 03:45:00,246
2025-01-18 03:50:00,53
2025-01-18 03:55:00,255
2025-01-18 04:00:00,16
2025-01-18 04:05:00,49
2025-01-18 04:10:00,12
2025-01-18 04:15:00,243
2025-01-18 04:20:00,78
2025-01-18 04:25:00,246
2025-01-18 04:30:00,62
2025-01-18 04:35:00,247
2025-01-18 04:40:00,248
2025-01-18 04:45:00,3
2025-01-18 04:50:00,14
2025-01-18 04:55:00,3
2025-01-18 05:00:00,8
2025-01-18 05:05:00,0
2025-01-18 05:10:00,2
2025-01-18 05:15:00,59
2025-01-18 05:20:00,241
2025-01-18 05:25:00,26
2025-01-18 05:30:00,24
2025-01-18 05:35:00,229
2025-01-18 05:40:00,254
2025-01-18 05:45:00,245
2025-01-18 05:50:00,13
2025-01-18 05:55:00,239
2025-01-18 06:00:00,8
2025-01-18 06:05:00,17
2025-01-18 06:10:00,26
2025-01-18 06:15:00,252
2025-01-18 06:20:00,37
2025-01-18 06:25:00,6
2025-01-18 06:30:00,218
2025-01-18 06:35:00,216
2025-01-18 06:40:00,22
2025-01-18 06:45:00,237
2025-01-18 06:50:00,246
2025-01-18 06:55:00,239
2025-01-18 07:00:00,11
2025-01-18 07:05:00,253
2025-01-18 07:10:00,236
2025-01-18 07:15:00,5
2025-01-18 07:20:00,218
2025-01-18 07:25:00,3
2025-01-18 07:30:00,243
2025-01-18 07:35:00,232
2025-01-18 07:40:00,241
2025-01-18 07:45:00,218
2025-01-18 07:50:00,222
2025-01-18 07:55:00,19
2025-01-18 08:00:00,5
2025-01-18 08:05:00,0
2025-01-18 08:10:00,25
2025-01-18 08:15:00,29
2025-01-18 08:20:00,208
2025-01-18 08:25:00,252
2025-01-18 08:30:00,254
2025-01-18 08:35:00,221
2025-01-18 08:40:00,176
2025-01-18 08:45:00,225
2025-01-18 08:50:00,10
2025-01-18 08:55:00,11
2025-01-18 09:00:00,25
2025-01-18 09:05:00,236
2025-01-18 09:10:00,235
2025-01-18 09:15:00,211
2025-01-18 09:20:00,239
2025-01-18 09:25:00,227
2025-01-18 09:30:00,241
2025-01-18 09:35:00,215
2025-01-18 09:40:00,242
2025-01-18 09:45:00,202
2025-01-18 09:50:00,211
2025-01-18 09:55:00,236
2025-01-18 10:00:00,229
2025-01-18 10:05:00,186
2025-01-18 10:10:00,164
2025-01-18 10:15:00,255
2025-01-18 10:20:00,203
2025-01-18 10:25:00,224
2025-01-18 10:30:00,196
2025-01-18 10:35:00,226
2025-01-18 10:40:00,194
2025-01-18 10:45:00,224
2025-01-18 10:50:00,201
2025-01-18 10:55:00,171
2025-01-18 11:00:00,223
2025-01-18 11:05:00,205
2025-01-18 11:10:00,182
2025-01-18 11:15:00,0
2025-01-18 11:20:00,0
2025-01-18 11:25:00,0
2025-01-18 11:30:00,0
2025-01-18 11:35:00,0
2025-01-18 11:40:00,0
2025-01-18 11:45:00,0
2025-01-18 11:50:00,0
2025-01-18 11:55:00,0
2025-01-18 12:00:00,0
2025-01-18 12:05:00,0
2025-01-18 12:10:00,0
2025-01-18 12:15:00,0
2025-01-18 12:20:00,0
2025-01-18 12:25:00,0
2025-01-18 12:30:00,0
2025-01-18 12:35:00,0
2025-01-18 12:40:00,0
2025-01-18 12:45:00,0
2025-01-18 12:50:00,0
2025-01-18 12:55:00,0
2025-01-18 13:00:00,0
2025-01-18 13:05:00,0
2025-01-18 13:10:00,0
2025-01-18 13:15:00,0
2025-01-18 13:20:00,0
2025-01-18 13:25:00,0
2025-01-18 13:30:00,0
2025-01-18 13:35:00,0
2025-01-18 13:40:00,0
2025-01-18 13:45:00,0
2025-01-18 13:50:00,0
2025-01-18 13:55:00,0
2025-01-18 14:00:00,0
2025-01-18 14:05:00,0
2025-01-18 14:10:00,0
2025-01-18 14:15:00,0
2025-01-18 14:20:00,0
2025-01-18 14:25:00,0
2025-01-18 14:30:00,0
2025-01-18 14:35:00,0
2025-01-18 14:40:00,0
2025-01-18 14:45:00,0
2025-01-18 14:50:00,0
2025-01-18 14:55:00,0
2025-01-18 15:00:00,215
2025-01-18 15:05:00,221
2025-01-18 15:10:00,184
2025-01-18 15:15:00,155
2025-01-18 15:20:00,136
2025-01-18 15:25:00,184
2025-01-18 15:30:00,192
2025-01-18 15:35:00,198
2025-01-18 15:40:00,169
2025-01-18 15:45:00,161
2025-01-18 15:50:00,197
2025-01-18 15:55:00,205
2025-01-18 16:00:00,193
2025-01-18 16:05:00,232
2025-01-18 16:10:00,177
2025-01-18 16:15:00,197
2025-01-18 16:20:00,162
2025-01-18 16:25:00,0
2025-01-18 16:30:00,0
2025-01-18 16:35:00,0
2025-01-18 16:40:00,0
2025-01-18 16:45:00,0
2025-01-18 16:50:00,187
2025-01-18 16:55:00,172
2025-01-18 17:00:00,191
2025-01-18 17:05:00,173
2025-01-18 17:10:00,195
2025-01-18 17:15:00,154
2025-01-18 17:20:00,184
2025-01-18 17:25:00,171
2025-01-18 17:30:00,0
2025-01-18 17:35:00,191
2025-01-18 17:40:00,157
2025-01-18 17:45:00,188
2025-01-18 17:50:00,150
2025-01-18 17:55:00,152
2025-01-18 18:00:00,184
2025-01-18 18:05:00,152
2025-01-18 18:10:00,179
2025-01-18 18:15:00,164
2025-01-18 18:20:00,136
2025-01-18 18:25:00,161
2025-01-18 18:30:00,164
2025-01-18 18:35:00,174
2025-01-18 18:40:00,184
2025-01-18 18:45:00,140
2025-01-18 18:50:00,159
2025-01-18 18:55:00,172
2025-01-18 19:00:00,133
2025-01-18 19:05:00,128
2025-01-18 19:10:00,146
2025-01-18 19:15:00,133
2025-01-18 19:20:00,162
2025-01-18 19:25:00,136
2025-01-18 19:30:00,93
2025-01-18 19:35:00,0
2025-01-18 19:40:00,0
2025-01-18 19:45:00,0
2025-01-18 19:50:00,0
2025-01-18 19:55:00,202
2025-01-18 20:00:00,168
2025-01-18 20:05:00,92
2025-01-18 20:10:00,105
2025-01-18 20:15:00,176
2025-01-18 20:20:00,161
2025-01-18 20:25:00,146
2025-01-18 20:30:00,158
2025-01-18 20:35:00,167
2025-01-18 20:40:00,111
2025-01-18 20:45:00,159
2025-01-18 20:50:00,163
2025-01-18 20:55:00,142
2025-01-18 21:00:00,164
2025-01-18 21:05:00,104
2025-01-18 21:10:00,134
2025-01-18 21:15:00,99
2025-01-18 21:20:00,154
2025-01-18 21:25:00,169
2025-01-18 21:30:00,0
2025-01-18 21:35:00,0
2025-01-18 21:40:00,0
2025-01-18 21:45:00,255
2025-01-18 21:50:00,0
2025-01-18 21:55:00,119
2025-01-18 22:00:00,176
2025-01-18 22:05:00,160
2025-01-18 22:10:00,171
2025-01-18 22:15:00,167
2025-01-18 22:20:00,132
2025-01-18 22:25:00,142
2025-01-18 22:30:00,132
2025-01-18 22:35:00,79
2025-01-18 22:40:00,109
2025-01-18 22:45:00,144
2025-01-18 22:50:00,0
2025-01-18 22:55:00,0
2025-01-18 23:00:00,0
2025-01-18 23:05:00,0
2025-01-18 23:10:00,134
2025-01-18 23:15:00,139
2025-01-18 23:20:00,120
2025-01-18 23:25:00,159
2025-01-18 23:30:00,108
2025-01-18 23:35:00,134
2025-01-18 23:40:00,171
2025-01-18 23:45:00,112
2025-01-18 23:50:00,149
2025-01-18 23:55:00,124
2025-01-19 00:00:00,128
2025-01-19 00:05:00,131
2025-01-19 00:10:00,62
2025-01-19 00:15:00,84
2025-01-19 00:20:00,137
2025-01-19 00:25:00,141
2025-01-19 00:30:00,146
2025-01-19 00:35:00,122
2025-01-19 00:40:00,118
2025-01-19 00:45:00,123
2025-01-19 00:50:00,146
2025-01-19 00:55:00,111
2025-01-19 01:00:00,147
2025-01-19 01:05:00,255
2025-01-19 01:10:00,0
2025-01-19 01:15:00,112
2025-01-19 01:20:00,132
2025-01-19 01:25:00,85
2025-01-19 01:30:00,110
2025-01-19 01:35:00,97
2025-01-19 01:40:00,107
2025-01-19 01:45:00,113
2025-01-19 01:50:00,104
2025-01-19 01:55:00,117
2025-01-19 02:00:00,148
2025-01-19 02:05:00,129
2025-01-19 02:10:00,255
2025-01-19 02:15:00,157
2025-01-19 02:20:00,109
2025-01-19 02:25:00,95
2025-01-19 02:30:00,136
2025-01-19 02:35:00,121
2025-01-19 02:40:00,91
2025-01-19 02:45:00,116
2025-01-19 02:50:00,87
2025-01-19 02:55:00,255
2025-01-19 03:00:00,77
2025-01-19 03:05:00,98
2025-01-19 03:10:00,0
2025-01-19 03:15:00,86
2025-01-19 03:20:00,99
2025-01-19 03:25:00,0
2025-01-19 03:30:00,59
2025-01-19 03:35:00,53
2025-01-19 03:40:00,62
2025-01-19 03:45:00,89
2025-01-19 03:50:00,94
2025-01-19 03:55:00,126
2025-01-19 04:00:00,95
2025-01-19 04:05:00,55
2025-01-19 04:10:00,95
2025-01-19 04:15:00,89
2025-01-19 04:20:00,107
2025-01-19 04:25:00,108
2025-01-19 04:30:00,0
2025-01-19 04:35:00,255
2025-01-19 04:40:00,106
2025-01-19 04:45:00,128
2025-01-19 04:50:00,76
2025-01-19 04:55:00,137
2025-01-19 05:00:00,76
2025-01-19 05:05:00,255
2025-01-19 05:10:00,84
2025-01-19 05:15:00,76
2025-01-19 05:20:00,96
2025-01-19 05:25:00,70
2025-01-19 05:30:00,75
2025-01-19 05:35:00,56
2025-01-19 05:40:00,103
2025-01-19 05:45:00,96
2025-01-19 05:50:00,94
2025-01-19 05:55:00,96
2025-01-19 06:00:00,94
2025-01-19 06:05:00,0
2025-01-19 06:10:00,109
2025-01-19 06:15:00,61
2025-01-19 06:20:00,76
2025-01-19 06:25:00,65
2025-01-19 06:30:00,74
2025-01-19 06:35:00,29
2025-01-19 06:40:00,49
2025-01-19 06:45:00,87
2025-01-19 06:50:00,70
2025-01-19 06:55:00,80
2025-01-19 07:00:00,49
2025-01-19 07:05:00,106
2025-01-19 07:10:00,153
2025-01-19 07:15:00,80
2025-01-19 07:20:00,90
2025-01-19 07:25:00,94
2025-01-19 07:30:00,60
2025-01-19 07:35:00,0
2025-01-19 07:40:00,55
2025-01-19 07:45:00,39
2025-01-19 07:50:00,65
2025-01-19 07:55:00,62
2025-01-19 08:00:00,94
2025-01-19 08:05:00,66
2025-01-19 08:10:00,76
2025-01-19 08:15:00,255
2025-01-19 08:20:00,68
2025-01-19 08:25:00,95
2025-01-19 08:30:00,56
2025-01-19 08:35:00,88
2025-01-19 08:40:00,74
2025-01-19 08:45:00,255
2025-01-19 08:50:00,48
2025-01-19 08:55:00,0
2025-01-19 09:00:00,0
2025-01-19 09:05:00,0
2025-01-19 09:10:00,0
2025-01-19 09:15:00,0
2025-01-19 09:20:00,0
2025-01-19 09:25:00,0
2025-01-19 09:30:00,0
2025-01-19 09:35:00,0
2025-01-19 09:40:00,0
2025-01-19 09:45:00,0
2025-01-19 09:50:00,0
2025-01-19 09:55:00,0
2025-01-19 10:00:00,0
2025-01-19 10:05:00,0
2025-01-19 10:10:00,0
2025-01-19 10:15:00,0
2025-01-19 10:20:00,0
2025-01-19 10:25:00,0
2025-01-19 10:30:00,0
2025-01-19 10:35:00,0
2025-01-19 10:40:00,0
2025-01-19 10:45:00,0
2025-01-19 10:50:00,0
2025-01-19 10:55:00,0
2025-01-19 11:00:00,0
2025-01-19 11:05:00,0
2025-01-19 11:10:00,0
2025-01-19 11:15:00,0
2025-01-19 11:20:00,0
2025-01-19 11:25:00,0
2025-01-19 11:30:00,0
2025-01-19 11:35:00,0
2025-01-19 11:40:00,0
2025-01-19 11:45:00,25
2025-01-19 11:50:00,40
2025-01-19 11:55:00,67
2025-01-19 12:00:00,57
2025-01-19 12:05:00,73
2025-01-19 12:10:00,19
2025-01-19 12:15:00,73
2025-01-19 12:20:00,39
2025-01-19 12:25:00,52
2025-01-19 12:30:00,44
2025-01-19 12:35:00,52
2025-01-19 12:40:00,37
2025-01-19 12:45:00,61
2025-01-19 12:50:00,59
2025-01-19 12:55:00,54
2025-01-19 13:00:00,37
2025-01-19 13:05:00,39
2025-01-19 13:10:00,12
2025-01-19 13:15:00,12
2025-01-19 13:20:00,14
2025-01-19 13:25:00,32
2025-01-19 13:30:00,16
2025-01-19 13:35:00,7
2025-01-19 13:40:00,61
2025-01-19 13:45:00,0
2025-01-19 13:50:00,0
2025-01-19 13:55:00,0
2025-01-19 14:00:00,0
