Timestamp (h:m:s.ms.us.ns dur),Status,Data(h),ASCII,Parity Error,Stop Bit Error,Information,
="",="",="",="",="",="",="*** Capture Started"
="23:35:43.129.929.440 085.980us",="Tx",="00 00 00 17 16 2C 5B ",".....,[",="",="",=""
="23:36:13.559.997.660 004.028ms",="Tx",="11 00 2A 1D 00 1D 11 FF ",="..* .....",="",="",=""
="23:36:13.560.083.600 085.940us (Feb-03-2024)",="Tx",="00 00 00 1D 01 FF 00 00 ",="........",="",="",=""
="23:36:13.560.169.520 085.920us",="Tx",="EA 60 00 00 00 0E 00 00 ",=".`......",="",="",=""
="23:36:13.560.255.400 085.880us",="Tx",="00 00 27 8D 8B 27 B2 8D ",="..''..''..",="",="",=""
="23:36:13.560.341.320 085.920us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="23:36:13.560.427.340 086.020us",="Tx",="00 00 00 17 16 98 09 ",=".......",="",="",=""
="23:36:43.991.533.600 005.827ms",="Tx",="11 00 2A 1E 00 1E 11 FF ",="..* .....",="",="",=""
="23:36:43.991.619.560 085.960us",="Tx",="00 00 00 1E 01 FF 00 00 ",="........",="",="",=""
="23:36:43.991.705.540 085.980us",="Tx",="EA 60 00 00 00 0F 00 00 ",=".`......",="",="",=""
="23:36:43.991.791.440 085.900us",="Tx",="00 00 27 8D 88 27 B2 B0 ",="..''..''..",="",="",=""
="23:36:43.991.877.360 085.920us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="23:36:43.991.963.400 086.040us",="Tx",="00 00 00 17 16 64 6C ",=".....dl",="",="",=""
="23:37:14.416.526.140 005.671ms",="Tx",="11 00 2A 1F 00 1F 11 FF ",="..* .....",="",="",=""
="23:37:14.416.612.080 085.940us",="Tx",="00 00 00 1F 01 FF 00 00 ",="........",="",="",=""
="23:37:14.416.698.020 085.940us",="Tx",="EA 60 00 00 00 0F 00 00 ",=".`......",="",="",=""
="23:37:14.416.783.940 085.920us",="Tx",="00 00 27 8D 88 27 B2 B0 ",="..''..''..",="",="",=""
="23:37:14.416.869.820 085.880us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="23:37:14.416.955.800 085.980us",="Tx",="00 00 00 17 16 D0 3E ",="......>",="",="",=""
="23:37:44.838.200.820 005.223ms (Feb-03-2024)",="Tx",="11 00 2A 20 00 20 11 FF ",="..*  . ..",="",="",=""
="23:37:44.838.286.760 085.940us",="Tx",="00 00 00 20 01 FF 00 00 ",="... ....",="",="",=""
="23:37:44.838.372.680 085.920us",="Tx",="EA 60 00 00 00 10 00 00 ",=".`......",="",="",=""
="23:37:44.838.458.540 085.860us",="Tx",="00 00 27 8D 79 27 B2 9B ",="..''.y''..",="",="",=""
="23:37:44.838.544.460 085.920us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="23:37:44.838.630.460 086.000us",="Tx",="00 00 00 17 16 3F A3 ",=".....?.",="",="",=""
="23:38:15.269.053.840 004.732ms",="Tx",="11 00 2A 21 00 21 11 FF ",="..* !.!..",="",="",=""
="23:38:15.269.139.820 085.980us",="Tx",="00 00 00 21 01 FF 00 00 ",="...!....",="",="",=""
="23:38:15.269.225.700 085.880us",="Tx",="EA 60 00 00 00 10 00 00 ",=".`......",="",="",=""
="23:38:15.269.311.560 085.860us",="Tx",="00 00 27 8D 79 27 B2 9B ",="..''.y''..",="",="",=""
="23:38:15.269.397.440 085.880us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="23:38:15.269.483.420 085.980us",="Tx",="00 00 00 17 16 8B F1 ",=".......",="",="",=""
="23:38:45.699.012.080 005.814ms",="Tx",="11 00 2A 22 00 22 11 FF ",="..* "".""..",="",="",=""
="23:38:45.699.098.020 085.940us",="Tx",="00 00 00 22 01 FF 00 00 ",="...""....",="",="",=""
="23:38:45.699.183.940 085.920us",="Tx",="EA 60 00 00 00 11 00 00 ",=".`......",="",="",=""
="23:38:45.699.269.800 085.860us",="Tx",="00 00 27 8D 7B 27 B2 F1 ",="..''.{''..",="",="",=""
="23:38:45.699.355.700 085.900us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="23:38:45.699.441.720 086.020us",="Tx",="00 00 00 17 16 FA 38 ",="......8",="",="",=""
="23:39:16.129.230.640 005.360ms",="Tx",="11 00 2A 01 00 01 11 FF ",="..* .....",="",="",=""
="23:39:16.129.316.580 085.940us",="Tx",="00 00 00 23 02 FF 00 00 ",="...#....",="",="",=""
="23:39:16.129.402.480 085.900us",="Tx",="EA 60 00 00 00 12 00 00 ",=".`......",="",="",=""
="23:39:16.129.488.400 085.920us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="23:39:16.129.574.280 085.880us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="23:39:16.129.660.260 085.980us",="Tx",="00 00 00 17 16 87 B5 ",=".......",="",="",=""
="23:39:46.566.414.380 006.553ms",="Tx",="11 00 2A 02 00 02 11 FF ",="..* .....",="",="",=""
="23:39:46.566.500.360 085.980us",="Tx",="00 00 00 24 02 FF 00 00 ",="...$....",="",="",=""
="23:39:46.566.586.320 085.960us",="Tx",="EA 60 00 00 00 13 00 00 ",=".`......",="",="",=""
="23:39:46.566.672.220 085.900us",="Tx",="00 00 FF FF FF 27 B2 A4 ",=".....''..",="",="",=""
="23:39:46.566.758.140 085.920us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
