Timestamp (h:m:s.ms.us.ns dur),Status,Data(h),ASCII,Parity Error,Stop Bit Error,Information,
="",="",="",="",="",="",="*** Capture Started"
="14:12:13.888.136.960 085.960us",="Tx",="00 00 00 0F 01 FF 00 00 ",="........",="",="",=""
="14:12:13.888.222.920 085.960us",="Tx",="EA 60 00 00 00 0E 00 00 ",=".`......",="",="",=""
="14:12:13.888.308.840 085.920us",="Tx",="03 1E 27 8D 8A 27 B2 71 ",="..''..''.q",="",="",=""
="14:12:13.888.394.780 085.940us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="14:12:13.888.480.900 086.120us",="Tx",="00 00 00 15 14 92 1E ",=".......",="",="",=""
="14:13:14.770.585.660 004.012ms",="Tx",="11 00 2A 95 00 95 10 FF ",="..* .....",="",="",=""
="14:13:14.770.671.680 086.020us",="Tx",="00 00 00 10 01 FF 00 00 ",="........",="",="",=""
="14:13:14.770.757.620 085.940us",="Tx",="EA 60 00 00 00 0F 00 00 ",=".`......",="",="",=""
="14:13:14.770.843.520 085.900us",="Tx",="03 57 27 8D 61 27 B2 72 ",=".W''.a''.r",="",="",=""
="14:13:14.770.929.420 085.900us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="14:13:14.771.015.520 086.100us",="Tx",="00 00 00 15 14 06 21 ",="......!",="",="",=""
="14:14:15.660.584.100 004.012ms",="Tx",="11 00 2A D2 00 D2 10 FF ",="..* .....",="",="",=""
="14:14:15.660.670.080 085.980us",="Tx",="00 00 00 11 01 FF 00 00 ",="........",="",="",=""
="14:14:15.660.756.060 085.980us",="Tx",="EA 60 00 00 00 10 00 00 ",=".`......",="",="",=""
="14:14:15.660.842.100 086.040us",="Tx",="03 90 27 8D 5F 27 B2 55 ",="..''._''.U",="",="",=""
="14:14:15.660.928.060 085.960us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="14:14:15.661.014.200 086.140us",="Tx",="00 00 00 15 14 E7 B1 ",=".......",="",="",=""
="14:15:16.550.181.220 003.990ms",="Tx",="11 00 2A 0F 00 0F 10 FF ",="..* .....",="",="",=""
="14:15:16.550.267.160 085.940us",="Tx",="00 00 00 12 01 FF 00 00 ",="........",="",="",=""
="14:15:16.550.353.100 085.940us",="Tx",="EA 60 00 00 00 11 00 00 ",=".`......",="",="",=""
="14:15:16.550.439.060 085.960us",="Tx",="03 C9 27 8D 7E 27 B2 7A ",="..''.~''.z",="",="",=""
="14:15:16.550.525.020 085.960us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="14:15:16.550.611.160 086.140us",="Tx",="00 00 00 15 14 B8 35 ",="......5",="",="",=""
="14:16:17.427.010.400 004.012ms",="Tx",="11 00 2A 4C 00 4C 10 FF ",="..* L.L..",="",="",=""
="14:16:17.427.096.380 085.980us",="Tx",="00 00 00 13 01 FF 00 00 ",="........",="",="",=""
="14:16:17.427.182.300 085.920us",="Tx",="EA 60 00 00 00 12 00 00 ",=".`......",="",="",=""
="14:16:17.427.268.220 085.920us",="Tx",="04 03 27 8D 79 27 B2 9F ",="..''.y''..",="",="",=""
="14:16:17.427.354.220 086.000us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="14:16:17.427.440.340 086.120us",="Tx",="00 00 00 15 14 A4 AB ",=".......",="",="",=""
="14:17:18.319.250.760 004.013ms",="Tx",="11 00 2A 89 00 89 10 FF ",="..* .....",="",="",=""
="14:17:18.319.336.700 085.940us",="Tx",="00 00 00 14 01 FF 00 00 ",="........",="",="",=""
="14:17:18.319.422.640 085.940us",="Tx",="EA 60 00 00 00 13 00 00 ",=".`......",="",="",=""
="14:17:18.319.508.600 085.960us",="Tx",="04 3C 27 8D 49 27 B2 72 ",=".<''.I''.r",="",="",=""
="14:17:18.319.594.600 086.000us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="14:17:18.319.680.820 086.220us",="Tx",="00 00 00 15 14 0D D3 ",=".......",="",="",=""
="14:18:19.208.431.760 004.645ms",="Tx",="11 00 2A C6 00 C6 10 FF ",="..* .....",="",="",=""
="14:18:19.208.517.720 085.960us",="Tx",="00 00 00 15 01 FF 00 00 ",="........",="",="",=""
="14:18:19.208.603.660 085.940us",="Tx",="EA 60 00 00 00 15 00 00 ",=".`......",="",="",=""
="14:18:19.208.689.600 085.940us",="Tx",="04 AE 27 8D 82 27 B2 4E ",="..''..''.N",="",="",=""
="14:18:19.208.775.540 085.940us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="14:18:19.208.861.680 086.140us",="Tx",="00 00 00 15 14 0C A8 ",=".......",="",="",=""
="14:19:20.099.682.740 004.434ms",="Tx",="11 00 2A 03 00 03 10 FF ",="..* .....",="",="",=""
="14:19:20.099.768.660 085.920us",="Tx",="00 00 00 16 01 FF 00 00 ",="........",="",="",=""
="14:19:20.099.854.580 085.920us",="Tx",="EA 60 00 00 00 16 00 00 ",=".`......",="",="",=""
="14:19:20.099.940.480 085.900us",="Tx",="04 E8 27 8D 63 27 B2 81 ",="..''.c''..",="",="",=""
="14:19:20.100.026.380 085.900us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="14:19:20.100.112.320 085.940us",="Tx",="00 00 00 15 14 FE 70 ",="......p",="",="",=""
="14:20:20.990.261.960 005.602ms (Jan-27-2024)",="Tx",="11 00 2A 40 00 40 10 FF ",="..* @.@..",="",="",=""
="14:20:20.990.347.900 085.940us",="Tx",="00 00 00 17 01 FF 00 00 ",="........",="",="",=""
="14:20:20.990.433.840 085.940us",="Tx",="EA 60 00 00 00 17 00 00 ",=".`......",="",="",=""
="14:20:20.990.519.760 085.920us",="Tx",="05 21 27 8D 8A 27 B2 8D ",=".!''..''..",="",="",=""
="14:20:20.990.605.780 086.020us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="14:20:20.990.691.980 086.200us",="Tx",="00 00 00 15 14 2E 1D ",=".......",="",="",=""
="14:21:21.894.074.180 004.011ms",="Tx",="11 00 2A 7D 00 7D 10 FF ",="..* }.}..",="",="",=""
="14:21:21.894.160.060 085.880us",="Tx",="00 00 00 18 01 FF 00 00 ",="........",="",="",=""
="14:21:21.894.246.000 085.940us",="Tx",="EA 60 00 00 00 18 00 00 ",=".`......",="",="",=""
="14:21:21.894.331.980 085.980us",="Tx",="05 5A 27 8D 59 27 B2 61 ",=".Z''.Y''.a",="",="",=""
="14:21:21.894.417.920 085.940us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="14:21:21.894.504.000 086.080us",="Tx",="00 00 00 15 14 D6 43 ",="......C",="",="",=""
="14:22:22.781.276.260 004.725ms",="Tx",="11 00 2A BA 00 BA 10 FF ",="..* .....",="",="",=""
="14:22:22.781.362.180 085.920us",="Tx",="00 00 00 19 01 FF 00 00 ",="........",="",="",=""
="14:22:22.781.448.100 085.920us",="Tx",="EA 60 00 00 00 19 00 00 ",=".`......",="",="",=""
="14:22:22.781.534.000 085.900us",="Tx",="05 93 27 8D 8B 27 B2 73 ",="..''..''.s",="",="",=""
="14:22:22.781.619.900 085.900us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="14:22:22.781.706.000 086.100us",="Tx",="00 00 00 15 14 A9 FF ",=".......",="",="",=""
="14:23:23.677.680.140 004.101ms",="Tx",="11 00 2A F7 00 F7 10 FF ",="..* .....",="",="",=""
="14:23:23.677.766.080 085.940us (Jan-27-2024)",="Tx",="00 00 00 1A 01 FF 00 00 ",="........",="",="",=""
="14:23:23.677.852.000 085.920us",="Tx",="EA 60 00 00 00 1A 00 00 ",=".`......",="",="",=""
="14:23:23.677.937.880 085.880us",="Tx",="05 CD 27 8D 69 27 B2 42 ",="..''.i''.B",="",="",=""
="14:23:23.678.023.780 085.900us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="14:23:23.678.109.760 085.980us",="Tx",="00 00 00 15 14 41 B2 ",=".....A.",="",="",=""
="14:24:24.569.543.780 004.119ms",="Tx",="11 00 2A 34 00 34 10 FF ",="..* 4.4..",="",="",=""
="14:24:24.569.629.700 085.920us",="Tx",="00 00 00 1B 01 FF 00 00 ",="........",="",="",=""
="14:24:24.569.715.680 085.980us",="Tx",="EA 60 00 00 00 1B 00 00 ",=".`......",="",="",=""
="14:24:24.569.801.580 085.900us",="Tx",="06 06 27 8D 4C 27 B2 4F ",="..''.L''.O",="",="",=""
="14:24:24.569.887.500 085.920us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="14:24:24.569.973.600 086.100us",="Tx",="00 00 00 15 14 1F B4 ",=".......",="",="",=""
="14:25:25.469.752.700 005.535ms",="Tx",="11 00 2A 71 00 71 10 FF ",="..* q.q..",="",="",=""
="14:25:25.469.838.740 086.040us",="Tx",="00 00 00 1C 01 FF 00 00 ",="........",="",="",=""
="14:25:25.469.924.720 085.980us",="Tx",="EA 60 00 00 00 1C 00 00 ",=".`......",="",="",=""
="14:25:25.470.010.660 085.940us",="Tx",="06 3F 27 8D 48 27 B2 6C ",=".?''.H''.l",="",="",=""
="14:25:25.470.096.620 085.960us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="14:25:25.470.182.760 086.140us",="Tx",="00 00 00 15 14 2D 1F ",=".....-.",="",="",=""
="14:26:26.365.990.440 004.257ms",="Tx",="11 00 2A AE 00 AE 10 FF ",="..* .....",="",="",=""
="14:26:26.366.076.420 085.980us (Jan-27-2024)",="Tx",="00 00 00 1D 01 FF 00 00 ",="........",="",="",=""
="14:26:26.366.162.380 085.960us",="Tx",="EA 60 00 00 00 1D 00 00 ",=".`......",="",="",=""
="14:26:26.366.248.300 085.920us",="Tx",="06 78 27 8D 64 27 B2 57 ",=".x''.d''.W",="",="",=""
="14:26:26.366.334.260 085.960us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="14:26:26.366.420.380 086.120us",="Tx",="00 00 00 15 14 8E 76 ",="......v",="",="",=""
="14:27:27.259.296.920 004.320ms",="Tx",="11 00 2A EB 00 EB 10 FF ",="..* .....",="",="",=""
="14:27:27.259.382.880 085.960us",="Tx",="00 00 00 1E 01 FF 00 00 ",="........",="",="",=""
="14:27:27.259.468.880 086.000us",="Tx",="EA 60 00 00 00 1E 00 00 ",=".`......",="",="",=""
="14:27:27.259.554.860 085.980us",="Tx",="06 B2 27 8D 88 27 B2 7A ",="..''..''.z",="",="",=""
="14:27:27.259.640.840 085.980us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="14:27:27.259.726.980 086.140us",="Tx",="00 00 00 15 14 D7 A3 ",=".......",="",="",=""
="14:28:28.140.386.720 006.242ms",="Tx",="11 00 2A 28 00 28 10 FF ",="..* (.(..",="",="",=""
="14:28:28.140.472.640 085.920us",="Tx",="00 00 00 1F 01 FF 00 00 ",="........",="",="",=""
="14:28:28.140.558.580 085.940us",="Tx",="EA 60 00 00 00 1F 00 00 ",=".`......",="",="",=""
="14:28:28.140.644.500 085.920us",="Tx",="06 EB 27 8D 70 27 B2 4F ",="..''.p''.O",="",="",=""
="14:28:28.140.730.420 085.920us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="14:28:28.140.816.540 086.120us",="Tx",="00 00 00 15 14 7F 74 ",="......t",="",="",=""
="14:29:29.020.458.440 005.575ms",="Tx",="11 00 2A 65 00 65 10 FF ",="..* e.e..",="",="",=""
="14:29:29.020.544.380 085.940us",="Tx",="00 00 00 20 01 FF 00 00 ",="... ....",="",="",=""
="14:29:29.020.630.360 085.980us (Jan-27-2024)",="Tx",="EA 60 00 00 00 20 00 00 ",=".`... ..",="",="",=""
="14:29:29.020.716.380 086.020us",="Tx",="07 24 27 8D 90 27 B2 76 ",=".$''..''.v",="",="",=""
="14:29:29.020.802.380 086.000us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="14:29:29.020.888.460 086.080us",="Tx",="00 00 00 15 14 0C 4A ",="......J",="",="",=""
="14:30:29.903.089.480 004.102ms",="Tx",="11 00 2A A2 00 A2 10 FF ",="..* .....",="",="",=""
="14:30:29.903.175.420 085.940us",="Tx",="00 00 00 21 01 FF 00 00 ",="...!....",="",="",=""
="14:30:29.903.261.340 085.920us",="Tx",="EA 60 00 00 00 21 00 00 ",=".`...!..",="",="",=""
="14:30:29.903.347.240 085.900us",="Tx",="07 5E 27 8D 6F 27 B2 66 ",=".^''.o''.f",="",="",=""
="14:30:29.903.433.160 085.920us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="14:30:29.903.519.260 086.100us",="Tx",="00 00 00 15 14 E4 97 ",=".......",="",="",=""
="14:31:30.790.901.800 006.132ms",="Tx",="11 00 2A DF 00 DF 10 FF ",="..* .....",="",="",=""
="14:31:30.790.987.720 085.920us",="Tx",="00 00 00 22 01 FF 00 00 ",="...""....",="",="",=""
="14:31:30.791.073.680 085.960us",="Tx",="EA 60 00 00 00 22 00 00 ",=".`...""..",="",="",=""
="14:31:30.791.159.600 085.920us",="Tx",="07 97 27 8D 4B 27 B2 88 ",="..''.K''..",="",="",=""
="14:31:30.791.245.520 085.920us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="14:31:30.791.331.620 086.100us",="Tx",="00 00 00 15 14 B7 07 ",=".......",="",="",=""
="14:32:31.676.348.100 006.099ms",="Tx",="11 00 2A 1C 00 1C 10 FF ",="..* .....",="",="",=""
="14:32:31.676.434.080 085.980us (Jan-27-2024)",="Tx",="00 00 00 23 01 FF 00 00 ",="...#....",="",="",=""
="14:32:31.676.520.080 086.000us",="Tx",="EA 60 00 00 00 23 00 00 ",=".`...#..",="",="",=""
="14:32:31.676.606.040 085.960us",="Tx",="07 D0 27 8D 6A 27 B2 51 ",="..''.j''.Q",="",="",=""
="14:32:31.676.692.020 085.980us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="14:32:31.676.778.180 086.160us",="Tx",="00 00 00 15 14 82 AF ",=".......",="",="",=""
="14:33:32.558.943.900 004.014ms",="Tx",="11 00 2A 59 00 59 10 FF ",="..* Y.Y..",="",="",=""
="14:33:32.559.029.860 085.960us",="Tx",="00 00 00 24 01 FF 00 00 ",="...$....",="",="",=""
="14:33:32.559.115.840 085.980us",="Tx",="EA 60 00 00 00 24 00 00 ",=".`...$..",="",="",=""
="14:33:32.559.201.840 086.000us",="Tx",="08 09 27 8D 82 27 B2 86 ",="..''..''..",="",="",=""
="14:33:32.559.287.860 086.020us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="14:33:32.559.373.980 086.120us",="Tx",="00 00 00 15 14 DD 08 ",=".......",="",="",=""
="14:34:33.448.281.780 004.013ms",="Tx",="11 00 2A 96 00 96 10 FF ",="..* .....",="",="",=""
="14:34:33.448.367.740 085.960us",="Tx",="00 00 00 25 01 FF 00 00 ",="...%....",="",="",=""
="14:34:33.448.453.700 085.960us",="Tx",="EA 60 00 00 00 25 00 00 ",=".`...%..",="",="",=""
="14:34:33.448.539.660 085.960us",="Tx",="08 43 27 8D 5F 27 B2 71 ",=".C''._''.q",="",="",=""
="14:34:33.448.625.640 085.980us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="14:34:33.448.711.780 086.140us",="Tx",="00 00 00 15 14 57 77 ",=".....Ww",="",="",=""
="14:35:34.341.218.580 004.013ms (Jan-27-2024)",="Tx",="11 00 2A D3 00 D3 10 FF ",="..* .....",="",="",=""
="14:35:34.341.304.520 085.940us",="Tx",="00 00 00 26 01 FF 00 00 ",="...&....",="",="",=""
="14:35:34.341.390.480 085.960us",="Tx",="EA 60 00 00 00 26 00 00 ",=".`...&..",="",="",=""
="14:35:34.341.476.400 085.920us",="Tx",="08 7C 27 8D 8D 27 B2 67 ",=".|''..''.g",="",="",=""
="14:35:34.341.562.340 085.940us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="14:35:34.341.648.440 086.100us",="Tx",="00 00 00 15 14 7D 11 ",=".....}.",="",="",=""
="14:36:35.237.796.460 006.531ms",="Tx",="11 00 2A 10 00 10 10 FF ",="..* .....",="",="",=""
="14:36:35.237.882.420 085.960us",="Tx",="00 00 00 27 01 FF 00 00 ",="...''....",="",="",=""
="14:36:35.237.968.400 085.980us",="Tx",="EA 60 00 00 00 27 00 00 ",=".`...''..",="",="",=""
="14:36:35.238.054.360 085.960us",="Tx",="08 B5 27 8D 6F 27 B2 65 ",="..''.o''.e",="",="",=""
="14:36:35.238.140.320 085.960us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="14:36:35.238.226.420 086.100us",="Tx",="00 00 00 15 14 47 85 ",=".....G.",="",="",=""
="14:37:36.138.325.600 005.166ms",="Tx",="11 00 2A 4D 00 4D 10 FF ",="..* M.M..",="",="",=""
="14:37:36.138.411.540 085.940us",="Tx",="00 00 00 28 01 FF 00 00 ",="...(....",="",="",=""
="14:37:36.138.497.460 085.920us",="Tx",="EA 60 00 00 00 28 00 00 ",=".`...(..",="",="",=""
="14:37:36.138.583.380 085.920us",="Tx",="08 EE 27 8D 64 27 B2 8E ",="..''.d''..",="",="",=""
="14:37:36.138.669.320 085.940us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="14:37:36.138.755.440 086.120us",="Tx",="00 00 00 15 14 EA A9 ",=".......",="",="",=""
="14:38:37.036.658.560 004.100ms",="Tx",="11 00 2A 8A 00 8A 10 FF ",="..* .....",="",="",=""
="14:38:37.036.744.500 085.940us",="Tx",="00 00 00 29 01 FF 00 00 ",="...)....",="",="",=""
="14:38:37.036.830.440 085.940us",="Tx",="EA 60 00 00 00 29 00 00 ",=".`...)..",="",="",=""
="14:38:37.036.916.360 085.920us (Jan-27-2024)",="Tx",="09 28 27 8D 79 27 B2 78 ",=".(''.y''.x",="",="",=""
="14:38:37.037.002.280 085.920us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="14:38:37.037.088.400 086.120us",="Tx",="00 00 00 15 14 14 5A ",="......Z",="",="",=""
