Timestamp (h:m:s.ms.us.ns dur),Status,Data(h),ASCII,Parity Error,Stop Bit Error,Information,
="",="",="",="",="",="",="*** Capture Started"
="15:53:21.727.852.480 085.980us",="Tx",="69 C2 27 8B 1A 27 B0 95 ",="i.''..''..",="",="",=""
="15:53:21.727.938.480 086.000us",="Tx",="00 00 00 00 CA 40 C0 00 ",=".....@..",="",="",=""
="15:53:21.728.024.400 085.920us",="Tx",="00 00 3F 18 17 C6 B8 ",="..?....",="",="",=""
="15:53:51.484.192.260 029.756s",="Tx",="11 00 2A B8 00 B8 10 87 ",="..* .....",="",="",=""
="15:53:51.484.278.220 085.960us",="Tx",="18 9D 8D F4 9D FF 00 00 ",="........",="",="",=""
="15:53:51.484.364.180 085.960us",="Tx",="EA 60 00 07 C4 2E 00 01 ",=".`......",="",="",=""
="15:53:51.484.450.100 085.920us",="Tx",="69 FD 27 8A F7 27 B0 7F ",="i.''..''..",="",="",=""
="15:53:51.484.536.060 085.960us (Apr-09-2024)",="Tx",="00 00 00 00 CA 40 C0 00 ",=".....@..",="",="",=""
="15:53:51.484.622.000 085.940us",="Tx",="00 00 3F 18 17 E9 A0 ",="..?....",="",="",=""
="15:54:21.242.111.160 029.757s",="Tx",="11 00 2A D7 00 D7 10 87 ",="..* .....",="",="",=""
="15:54:21.242.197.100 085.940us",="Tx",="18 9D 8D F5 9D FF 00 00 ",="........",="",="",=""
="15:54:21.242.283.060 085.960us",="Tx",="EA 60 00 07 C4 2E 00 01 ",=".`......",="",="",=""
="15:54:21.242.368.980 085.920us",="Tx",="69 FD 27 8A F7 27 B0 7F ",="i.''..''..",="",="",=""
="15:54:21.242.454.900 085.920us",="Tx",="00 00 00 00 CA 40 C0 00 ",=".....@..",="",="",=""
="15:54:21.242.540.860 085.960us",="Tx",="00 00 3F 18 16 0D B7 ",="..?....",="",="",=""
="15:54:50.995.720.240 029.753s",="Tx",="11 00 2A F6 00 F6 10 87 ",="..* .....",="",="",=""
="15:54:50.995.806.220 085.980us",="Tx",="18 9D 8D F6 9D FF 00 00 ",="........",="",="",=""
="15:54:50.995.892.200 085.980us",="Tx",="EA 60 00 07 C4 2F 00 01 ",=".`.../..",="",="",=""
="15:54:50.995.978.120 085.920us",="Tx",="6A 38 27 8B 35 27 B0 71 ",="j8''.5''.q",="",="",=""
="15:54:50.996.064.120 086.000us",="Tx",="00 00 00 00 CA 40 C0 00 ",=".....@..",="",="",=""
="15:54:50.996.150.120 086.000us",="Tx",="00 00 3F 18 16 1B EF ",="..?....",="",="",=""
="15:55:20.754.723.720 029.758s",="Tx",="11 00 2A 15 00 15 10 87 ",="..* .....",="",="",=""
="15:55:20.754.809.660 085.940us",="Tx",="18 9D 8D F7 9D FF 00 00 ",="........",="",="",=""
="15:55:20.754.895.600 085.940us",="Tx",="EA 60 00 07 C4 2F 00 01 ",=".`.../..",="",="",=""
="15:55:20.754.981.520 085.920us (Apr-09-2024)",="Tx",="6A 38 27 8B 35 27 B0 71 ",="j8''.5''.q",="",="",=""
="15:55:20.755.067.440 085.920us",="Tx",="00 00 00 00 CA 40 C0 00 ",=".....@..",="",="",=""
="15:55:20.755.153.340 085.900us",="Tx",="00 00 3F 18 16 74 A9 ",="..?..t.",="",="",=""
="15:55:50.515.433.740 029.760s",="Tx",="11 00 2A 34 00 34 10 87 ",="..* 4.4..",="",="",=""
="15:55:50.515.519.680 085.940us",="Tx",="18 9D 8D F8 9D FF 00 00 ",="........",="",="",=""
="15:55:50.515.605.700 086.020us",="Tx",="EA 60 00 07 C4 30 00 01 ",=".`...0..",="",="",=""
="15:55:50.515.691.620 085.920us",="Tx",="6A 73 27 8B 36 27 B0 A8 ",="js''.6''..",="",="",=""
="15:55:50.515.777.540 085.920us",="Tx",="00 00 00 00 CA 40 C0 00 ",=".....@..",="",="",=""
="15:55:50.515.863.460 085.920us",="Tx",="00 00 3F 18 17 7F F6 ",="..?....",="",="",=""
="15:56:20.265.712.260 029.749s",="Tx",="11 00 2A 53 00 53 10 87 ",="..* S.S..",="",="",=""
="15:56:20.265.798.160 085.900us",="Tx",="18 9D 8D F9 9D FF 00 00 ",="........",="",="",=""
="15:56:20.265.884.080 085.920us",="Tx",="EA 60 00 07 C4 30 00 01 ",=".`...0..",="",="",=""
="15:56:20.265.969.980 085.900us",="Tx",="6A 73 27 8B 36 27 B0 A8 ",="js''.6''..",="",="",=""
="15:56:20.266.055.900 085.920us",="Tx",="00 00 00 00 CA 40 C0 00 ",=".....@..",="",="",=""
="15:56:20.266.141.820 085.920us",="Tx",="00 00 3F 18 17 D8 59 ",="..?...Y",="",="",=""
="15:56:50.020.914.720 029.754s",="Tx",="11 00 2A 72 00 72 10 87 ",="..* r.r..",="",="",=""
="15:56:50.021.000.640 085.920us",="Tx",="18 9D 8D FA 9D FF 00 00 ",="........",="",="",=""
="15:56:50.021.086.560 085.920us (Apr-09-2024)",="Tx",="EA 60 00 07 C4 31 00 01 ",=".`...1..",="",="",=""
="15:56:50.021.172.480 085.920us",="Tx",="6A AE 27 8B 08 27 B0 83 ",="j.''..''..",="",="",=""
="15:56:50.021.258.380 085.900us",="Tx",="00 87 00 00 CA 40 C0 00 ",=".....@..",="",="",=""
="15:56:50.021.344.300 085.920us",="Tx",="00 00 3F 18 17 51 97 ",="..?..Q.",="",="",=""
="15:57:19.774.444.360 029.753s",="Tx",="11 00 2A 91 00 91 10 87 ",="..* .....",="",="",=""
="15:57:19.774.530.300 085.940us",="Tx",="18 9D 8D FB 9D FF 00 00 ",="........",="",="",=""
="15:57:19.774.616.260 085.960us",="Tx",="EA 60 00 07 C4 31 00 01 ",=".`...1..",="",="",=""
="15:57:19.774.702.180 085.920us",="Tx",="6A AE 27 8B 08 27 B0 83 ",="j.''..''..",="",="",=""
="15:57:19.774.788.120 085.940us",="Tx",="00 87 00 00 CA 40 C0 00 ",=".....@..",="",="",=""
="15:57:19.774.874.040 085.920us",="Tx",="00 00 3F 18 17 3E D1 ",="..?..>.",="",="",=""
="15:57:49.530.022.680 029.755s",="Tx",="11 00 2A B0 00 B0 10 87 ",="..* .....",="",="",=""
="15:57:49.530.108.580 085.900us",="Tx",="18 9D 8D FC 9D FF 00 00 ",="........",="",="",=""
="15:57:49.530.194.500 085.920us",="Tx",="EA 60 00 07 C4 32 00 01 ",=".`...2..",="",="",=""
="15:57:49.530.280.360 085.860us",="Tx",="6A E9 27 8B 56 27 B0 94 ",="j.''.V''..",="",="",=""
="15:57:49.530.366.280 085.920us",="Tx",="00 00 00 00 CA 40 C0 00 ",=".....@..",="",="",=""
="15:57:49.530.452.200 085.920us",="Tx",="00 00 3F 18 17 57 48 ",="..?..WH",="",="",=""
="15:58:19.284.601.880 029.754s",="Tx",="11 00 2A CF 00 CF 10 87 ",="..* .....",="",="",=""
="15:58:19.284.687.860 085.980us (Apr-09-2024)",="Tx",="18 9D 8D FD 9D FF 00 00 ",="........",="",="",=""
="15:58:19.284.773.780 085.920us",="Tx",="EA 60 00 07 C4 32 00 01 ",=".`...2..",="",="",=""
="15:58:19.284.859.680 085.900us",="Tx",="6A E9 27 8B 56 27 B0 94 ",="j.''.V''..",="",="",=""
="15:58:19.284.945.620 085.940us",="Tx",="00 00 00 00 CA 40 C0 00 ",=".....@..",="",="",=""
="15:58:19.285.031.560 085.940us",="Tx",="00 00 3F 18 17 04 4C ",="..?...L",="",="",=""
="15:58:49.042.318.060 029.757s",="Tx",="11 00 2A EE 00 EE 10 87 ",="..* .....",="",="",=""
="15:58:49.042.404.000 085.940us",="Tx",="18 9D 8D FE 9D FF 00 00 ",="........",="",="",=""
="15:58:49.042.489.940 085.940us",="Tx",="EA 60 00 07 C4 33 00 01 ",=".`...3..",="",="",=""
="15:58:49.042.575.840 085.900us",="Tx",="6B 24 27 8B 53 27 B0 81 ",="k$''.S''..",="",="",=""
="15:58:49.042.661.780 085.940us",="Tx",="00 00 00 00 CA 40 C0 00 ",=".....@..",="",="",=""
="15:58:49.042.747.700 085.920us",="Tx",="00 00 3F 18 16 AE ED ",="..?....",="",="",=""
="15:59:18.796.836.800 029.754s",="Tx",="11 00 2A 0D 00 0D 10 87 ",="..* .....",="",="",=""
="15:59:18.796.922.800 086.000us",="Tx",="18 9D 8D FF 9D FF 00 00 ",="........",="",="",=""
="15:59:18.797.008.800 086.000us",="Tx",="EA 60 00 07 C4 33 00 01 ",=".`...3..",="",="",=""
="15:59:18.797.094.700 085.900us",="Tx",="6B 24 27 8B 53 27 B0 81 ",="k$''.S''..",="",="",=""
="15:59:18.797.180.640 085.940us",="Tx",="00 00 00 00 CA 40 C0 00 ",=".....@..",="",="",=""
="15:59:18.797.266.560 085.920us",="Tx",="00 00 3F 18 17 D1 8A ",="..?....",="",="",=""
="15:59:48.546.398.860 029.749s (Apr-09-2024)",="Tx",="11 00 2A 2C 00 2C 10 87 ","..* ,.,..",="",="",=""
="15:59:48.546.484.840 085.980us",="Tx",="18 9D 8E 00 9D FF 00 00 ",="........",="",="",=""
="15:59:48.546.570.800 085.960us",="Tx",="EA 60 00 07 C4 34 00 01 ",=".`...4..",="",="",=""
="15:59:48.546.656.720 085.920us",="Tx",="6B 60 27 8B 2D 27 B0 9E ",="k`''.-''..",="",="",=""
="15:59:48.546.742.640 085.920us",="Tx",="00 00 00 00 CA 40 C0 00 ",=".....@..",="",="",=""
="15:59:48.546.828.580 085.940us",="Tx",="00 00 3F 18 17 54 7E ",="..?..T~",="",="",=""
="16:00:18.297.976.360 029.751s",="Tx",="11 00 2A 4B 00 4B 10 87 ",="..* K.K..",="",="",=""
="16:00:18.298.062.300 085.940us",="Tx",="18 9D 8E 01 9D FF 00 00 ",="........",="",="",=""
="16:00:18.298.148.260 085.960us",="Tx",="EA 60 00 07 C4 34 00 01 ",=".`...4..",="",="",=""
="16:00:18.298.234.180 085.920us",="Tx",="6B 60 27 8B 2D 27 B0 9E ",="k`''.-''..",="",="",=""
="16:00:18.298.320.120 085.940us",="Tx",="00 00 00 00 CA 40 C0 00 ",=".....@..",="",="",=""
="16:00:18.298.406.040 085.920us",="Tx",="00 00 3F 18 16 E3 F0 ",="..?....",="",="",=""
="16:00:48.056.380.140 029.757s",="Tx",="11 00 2A 6A 00 6A 10 87 ",="..* j.j..",="",="",=""
="16:00:48.056.466.080 085.940us",="Tx",="18 9D 8E 02 9D FF 00 00 ",="........",="",="",=""
="16:00:48.056.552.020 085.940us",="Tx",="EA 60 00 07 C4 35 00 01 ",=".`...5..",="",="",=""
="16:00:48.056.637.960 085.940us",="Tx",="6B 9B 27 8B 3C 27 B0 75 ",="k.''.<''.u",="",="",=""
="16:00:48.056.723.900 085.940us",="Tx",="00 00 00 00 CA 40 C0 00 ",=".....@..",="",="",=""
="16:00:48.056.809.840 085.940us",="Tx",="00 00 3F 18 17 06 84 ",="..?....",="",="",=""
="16:01:17.810.134.920 029.753s",="Tx",="11 00 2A 89 00 89 10 87 ",="..* .....",="",="",=""
="16:01:17.810.220.860 085.940us",="Tx",="18 9D 8E 03 9D FF 00 00 ",="........",="",="",=""
="16:01:17.810.306.820 085.960us",="Tx",="EA 60 00 07 C4 35 00 01 ",=".`...5..",="",="",=""
="16:01:17.810.392.780 085.960us",="Tx",="6B 9B 27 8B 3C 27 B0 75 ",="k.''.<''.u",="",="",=""
="16:01:17.810.478.740 085.960us",="Tx",="00 00 00 00 CA 40 C0 00 ",=".....@..",="",="",=""
="16:01:17.810.564.680 085.940us",="Tx",="00 00 3F 18 17 69 C2 ",="..?..i.",="",="",=""
="16:01:47.565.440.700 029.754s",="Tx",="11 00 2A A8 00 A8 10 87 ",="..* .....",="",="",=""
="16:01:47.565.526.680 085.980us",="Tx",="18 9D 8E 04 9D FF 00 00 ",="........",="",="",=""
="16:01:47.565.612.640 085.960us",="Tx",="EA 60 00 07 C4 36 00 01 ",=".`...6..",="",="",=""
="16:01:47.565.698.580 085.940us",="Tx",="6B D6 27 8B 3C 27 B0 A6 ",="k.''.<''..",="",="",=""
="16:01:47.565.784.560 085.980us",="Tx",="00 00 00 00 CA 40 C0 00 ",=".....@..",="",="",=""
="16:01:47.565.870.520 085.960us",="Tx",="00 00 3F 18 17 76 53 ",="..?..vS",="",="",=""
="16:02:17.319.562.680 029.753s",="Tx",="11 00 2A C7 00 C7 10 87 ",="..* .....",="",="",=""
="16:02:17.319.648.600 085.920us",="Tx",="18 9D 8E 05 9D FF 00 00 ",="........",="",="",=""
="16:02:17.319.734.540 085.940us",="Tx",="EA 60 00 07 C4 36 00 01 ",=".`...6..",="",="",=""
="16:02:17.319.820.500 085.960us",="Tx",="6B D6 27 8B 3C 27 B0 A6 ",="k.''.<''..",="",="",=""
="16:02:17.319.906.420 085.920us",="Tx",="00 00 00 00 CA 40 C0 00 ",=".....@..",="",="",=""
="16:02:17.319.992.400 085.980us (Apr-09-2024)",="Tx",="00 00 3F 18 17 82 65 ",="..?...e",="",="",=""
="16:02:47.077.341.380 029.757s",="Tx",="11 00 2A E6 00 E6 10 87 ",="..* .....",="",="",=""
="16:02:47.077.427.300 085.920us",="Tx",="18 9D 8E 06 9D FF 00 00 ",="........",="",="",=""
="16:02:47.077.513.220 085.920us",="Tx",="EA 60 00 07 C4 37 00 01 ",=".`...7..",="",="",=""
="16:02:47.077.599.080 085.860us",="Tx",="6C 11 27 8B 1C 27 B0 95 ",="l.''..''..",="",="",=""
="16:02:47.077.684.940 085.860us",="Tx",="00 00 00 00 CA 40 C0 00 ",=".....@..",="",="",=""
="16:02:47.077.770.840 085.900us",="Tx",="00 00 3F 18 17 CB 8C ",="..?....",="",="",=""
="16:03:16.840.772.060 029.763s",="Tx",="11 00 2A 05 00 05 10 87 ",="..* .....",="",="",=""
="16:03:16.840.858.020 085.960us",="Tx",="18 9D 8E 07 9D FF 00 00 ",="........",="",="",=""
="16:03:16.840.943.960 085.940us",="Tx",="EA 60 00 07 C4 37 00 01 ",=".`...7..",="",="",=""
="16:03:16.841.029.880 085.920us",="Tx",="6C 11 27 8B 1C 27 B0 95 ",="l.''..''..",="",="",=""
="16:03:16.841.115.820 085.940us",="Tx",="00 00 00 00 CA 40 C0 00 ",=".....@..",="",="",=""
="16:03:16.841.201.740 085.920us",="Tx",="00 00 3F 18 17 A4 CA ",="..?....",="",="",=""
="16:03:46.606.705.120 029.765s",="Tx",="11 00 2A 24 00 24 10 87 ",="..* $.$..",="",="",=""
="16:03:46.606.791.020 085.900us",="Tx",="18 9D 8E 08 9D FF 00 00 ",="........",="",="",=""
="16:03:46.606.876.960 085.940us",="Tx",="EA 60 00 07 C4 38 00 01 ",=".`...8..",="",="",=""
="16:03:46.606.962.840 085.880us",="Tx",="6C 4C 27 8B 65 27 B0 9F ",="lL''.e''..",="",="",=""
="16:03:46.607.048.760 085.920us (Apr-09-2024)",="Tx",="00 00 00 00 CA 40 C0 00 ",=".....@..",="",="",=""
="16:03:46.607.134.760 086.000us",="Tx",="00 00 3F 18 17 E2 58 ",="..?...X",="",="",=""
="16:04:16.366.453.660 029.759s",="Tx",="11 00 2A 04 00 04 10 87 ",="..* .....",="",="",=""
="16:04:16.366.539.640 085.980us",="Tx",="18 9D 8E 09 9E FF 00 00 ",="........",="",="",=""
="16:04:16.366.625.620 085.980us",="Tx",="EA 60 00 07 C4 38 00 00 ",=".`...8..",="",="",=""
="16:04:16.366.711.580 085.960us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="16:04:16.366.797.520 085.940us",="Tx",="00 00 00 00 CA 40 C0 00 ",=".....@..",="",="",=""
="16:04:16.366.883.520 086.000us",="Tx",="00 00 3F 18 17 5B 95 ",="..?..[.",="",="",=""
="16:04:46.126.977.520 029.760s",="Tx",="11 00 2A 23 00 23 10 87 ",="..* #.#..",="",="",=""
="16:04:46.127.063.460 085.940us",="Tx",="18 9D 8E 0A 9E FF 00 00 ",="........",="",="",=""
="16:04:46.127.149.480 086.020us",="Tx",="EA 60 00 07 C4 38 00 00 ",=".`...8..",="",="",=""
="16:04:46.127.235.460 085.980us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="16:04:46.127.321.400 085.940us",="Tx",="00 00 00 00 CA 40 C0 00 ",=".....@..",="",="",=""
="16:04:46.127.407.360 085.960us",="Tx",="00 00 3F 18 17 68 DB ",="..?..h.",="",="",=""
="16:05:15.886.593.980 029.759s",="Tx",="11 00 2A 42 00 42 10 87 ",="..* B.B..",="",="",=""
="16:05:15.886.679.880 085.900us",="Tx",="18 9D 8E 0B 9E FF 00 00 ",="........",="",="",=""
="16:05:15.886.765.800 085.920us",="Tx",="EA 60 00 07 C4 39 00 01 ",=".`...9..",="",="",=""
="16:05:15.886.851.680 085.880us (Apr-09-2024)",="Tx",="6C AC FF FF FF 27 B0 35 ",="l....''.5",="",="",=""
="16:05:15.886.937.560 085.880us",="Tx",="00 00 00 00 CA 40 C0 00 ",=".....@..",="",="",=""
="16:05:15.887.023.500 085.940us",="Tx",="00 01 3F 18 17 E3 2A ",="..?...* ",="",="",=""
="16:05:45.645.053.820 029.758s",="Tx",="11 00 2A 61 00 61 10 87 ",="..* a.a..",="",="",=""
="16:05:45.645.139.800 085.980us",="Tx",="18 9D 8E 0C 9E FF 00 00 ",="........",="",="",=""
="16:05:45.645.225.740 085.940us",="Tx",="EA 60 00 07 C4 39 00 01 ",=".`...9..",="",="",=""
="16:05:45.645.311.660 085.920us",="Tx",="6C AC FF FF FF 27 B0 35 ",="l....''.5",="",="",=""
="16:05:45.645.397.580 085.920us",="Tx",="00 00 00 00 CA 40 C0 00 ",=".....@..",="",="",=""
="16:05:45.645.483.520 085.940us",="Tx",="00 01 3F 18 17 21 6E ",="..?..!n",="",="",=""
="16:06:15.407.231.360 029.761s",="Tx",="11 00 2A 80 00 80 10 87 ",="..* .....",="",="",=""
="16:06:15.407.317.300 085.940us",="Tx",="18 9D 8E 0D 9E FF 00 00 ",="........",="",="",=""
="16:06:15.407.403.260 085.960us",="Tx",="EA 60 00 07 C4 3A 00 01 ",=".`...:..",="",="",=""
="16:06:15.407.489.180 085.920us",="Tx",="6C E8 27 8B 16 27 B0 81 ",="l.''..''..",="",="",=""
="16:06:15.407.575.100 085.920us",="Tx",="00 00 00 00 CA 40 C0 00 ",=".....@..",="",="",=""
="16:06:15.407.661.060 085.960us",="Tx",="00 00 3F 18 17 77 0F ",="..?..w.",="",="",=""
="16:06:45.169.508.440 029.761s",="Tx",="11 00 2A 9F 00 9F 10 87 ",="..* .....",="",="",=""
="16:06:45.169.594.340 085.900us",="Tx",="18 9D 8E 0E 9E FF 00 00 ",="........",="",="",=""
="16:06:45.169.680.240 085.900us (Apr-09-2024)",="Tx",="EA 60 00 07 C4 3A 00 01 ",=".`...:..",="",="",=""
="16:06:45.169.766.120 085.880us",="Tx",="6C E8 27 8B 16 27 B0 81 ",="l.''..''..",="",="",=""
="16:06:45.169.852.000 085.880us",="Tx",="00 00 00 00 CA 40 C0 00 ",=".....@..",="",="",=""
="16:06:45.169.937.940 085.940us",="Tx",="00 00 3F 18 17 EE AF ",="..?....",="",="",=""
="16:07:14.928.864.980 029.758s",="Tx",="11 00 2A BE 00 BE 10 87 ",="..* .....",="",="",=""
="16:07:14.928.950.920 085.940us",="Tx",="18 9D 8E 0F 9E FF 00 00 ",="........",="",="",=""
="16:07:14.929.036.900 085.980us",="Tx",="EA 60 00 07 C4 3B 00 01 ",=".`...;..",="",="",=""
="16:07:14.929.122.820 085.920us",="Tx",="6D 23 27 8B 14 27 B0 8A ",="m#''..''..",="",="",=""
="16:07:14.929.208.760 085.940us",="Tx",="00 00 00 00 CA 40 C0 00 ",=".....@..",="",="",=""
="16:07:14.929.294.720 085.960us",="Tx",="00 00 3F 18 17 95 BB ",="..?....",="",="",=""
="16:07:44.691.544.700 029.762s",="Tx",="11 00 2A DD 00 DD 10 87 ",="..* .....",="",="",=""
="16:07:44.691.630.640 085.940us",="Tx",="18 9D 8E 10 9E FF 00 00 ",="........",="",="",=""
="16:07:44.691.716.580 085.940us",="Tx",="EA 60 00 07 C4 3B 00 01 ",=".`...;..",="",="",=""
="16:07:44.691.802.480 085.900us",="Tx",="6D 23 27 8B 14 27 B0 8A ",="m#''..''..",="",="",=""
="16:07:44.691.888.380 085.900us",="Tx",="00 00 00 00 CA 40 C0 00 ",=".....@..",="",="",=""
="16:07:44.691.974.340 085.960us",="Tx",="00 00 3F 18 17 19 A0 ",="..?....",="",="",=""
="16:08:14.451.719.280 029.759s",="Tx",="11 00 2A FC 00 FC 10 87 ",="..* .....",="",="",=""
="16:08:14.451.805.200 085.920us (Apr-09-2024)",="Tx",="18 9D 8E 11 9E FF 00 00 ",="........",="",="",=""
="16:08:14.451.891.140 085.940us",="Tx",="EA 60 00 07 C4 3C 00 01 ",=".`...<..",="",="",=""
="16:08:14.451.977.040 085.900us",="Tx",="6D 5E 27 8B 1B 27 B0 80 ",="m^''..''..",="",="",=""
="16:08:14.452.062.960 085.920us",="Tx",="00 00 00 00 CA 40 C0 00 ",=".....@..",="",="",=""
="16:08:14.452.148.900 085.940us",="Tx",="00 00 3F 18 17 C0 F7 ",="..?....",="",="",=""
