Timestamp (h:m:s.ms.us.ns dur),Status,Data(h),ASCII,Parity Error,Stop Bit Error,Information,
="",="",="",="",="",="",="*** Capture Started"
="17:58:47.865.963.580 085.980us",="Tx",="02 DD 27 8C C7 27 B1 FF ",="..''..''..",="",="",=""
="17:58:47.866.049.620 086.040us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="17:58:47.866.135.800 086.180us",="Tx",="00 00 00 18 17 C0 F3 ",=".......",="",="",=""
="17:59:17.635.318.920 029.769s",="Tx",="11 00 2A BB 00 BB 10 FF ",="..* .....",="",="",=""
="17:59:17.635.404.880 085.960us",="Tx",="00 00 00 0F 01 FF 00 00 ",="........",="",="",=""
="17:59:17.635.490.840 085.960us",="Tx",="EA 60 00 00 00 07 00 00 ",=".`......",="",="",=""
="17:59:17.635.576.760 085.920us",="Tx",="03 18 27 8C D7 27 B2 06 ",="..''..''..",="",="",=""
="17:59:17.635.662.680 085.920us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="17:59:17.635.748.660 085.980us",="Tx",="00 00 00 18 17 47 1D ",=".....G.",="",="",=""
="17:59:47.399.503.040 029.763s",="Tx",="11 00 2A DA 00 DA 10 FF ",="..* .....",="",="",=""
="17:59:47.399.589.100 086.060us",="Tx",="00 00 00 10 01 FF 00 00 ",="........",="",="",=""
="17:59:47.399.675.120 086.020us",="Tx",="EA 60 00 00 00 07 00 00 ",=".`......",="",="",=""
="17:59:47.399.761.100 085.980us",="Tx",="03 18 27 8C D7 27 B2 06 ",="..''..''..",="",="",=""
="17:59:47.399.847.100 086.000us (Apr-11-2024)",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="17:59:47.399.933.280 086.180us",="Tx",="00 00 00 19 17 A8 D9 ",=".......",="",="",=""
="18:00:17.159.317.200 029.759s",="Tx",="11 00 2A F9 00 F9 10 FF ",="..* .....",="",="",=""
="18:00:17.159.403.160 085.960us",="Tx",="00 00 00 11 01 FF 00 00 ",="........",="",="",=""
="18:00:17.159.489.140 085.980us",="Tx",="EA 60 00 00 00 08 00 00 ",=".`......",="",="",=""
="18:00:17.159.575.080 085.940us",="Tx",="03 53 27 8C B6 27 B1 F5 ",=".S''..''..",="",="",=""
="18:00:17.159.661.040 085.960us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="18:00:17.159.747.160 086.120us",="Tx",="00 00 00 19 17 7C 8A ",=".....|.",="",="",=""
="18:00:46.923.367.680 029.763s",="Tx",="11 00 2A 18 00 18 10 FF ",="..* .....",="",="",=""
="18:00:46.923.453.680 086.000us",="Tx",="00 00 00 12 01 FF 00 00 ",="........",="",="",=""
="18:00:46.923.539.680 086.000us",="Tx",="EA 60 00 00 00 08 00 00 ",=".`......",="",="",=""
="18:00:46.923.625.700 086.020us",="Tx",="03 53 27 8C B6 27 B1 F5 ",=".S''..''..",="",="",=""
="18:00:46.923.711.760 086.060us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="18:00:46.923.797.940 086.180us",="Tx",="00 00 00 19 17 6B 49 ",=".....kI",="",="",=""
="18:01:16.687.440.020 029.763s",="Tx",="11 00 2A 37 00 37 10 FF ",="..* 7.7..",="",="",=""
="18:01:16.687.526.040 086.020us",="Tx",="00 00 00 13 01 FF 00 00 ",="........",="",="",=""
="18:01:16.687.612.020 085.980us",="Tx",="EA 60 00 00 00 09 00 00 ",=".`......",="",="",=""
="18:01:16.687.698.020 086.000us (Apr-11-2024)",="Tx",="03 8D 27 8C 98 27 B1 D5 ",="..''..''..",="",="",=""
="18:01:16.687.784.040 086.020us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="18:01:16.687.870.200 086.160us",="Tx",="00 00 00 19 17 EC B1 ",=".......",="",="",=""
="18:01:46.450.973.840 029.763s",="Tx",="11 00 2A 56 00 56 10 FF ",="..* V.V..",="",="",=""
="18:01:46.451.059.820 085.980us",="Tx",="00 00 00 14 01 FF 00 00 ",="........",="",="",=""
="18:01:46.451.145.780 085.960us",="Tx",="EA 60 00 00 00 09 00 00 ",=".`......",="",="",=""
="18:01:46.451.231.740 085.960us",="Tx",="03 8D 27 8C 98 27 B1 D5 ",="..''..''..",="",="",=""
="18:01:46.451.317.720 085.980us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="18:01:46.451.403.860 086.140us",="Tx",="00 00 00 19 18 33 7E ",=".....3~",="",="",=""
="18:02:16.216.957.860 029.765s",="Tx",="11 00 2A 75 00 75 10 FF ",="..* u.u..",="",="",=""
="18:02:16.217.043.820 085.960us",="Tx",="00 00 00 15 01 FF 00 00 ",="........",="",="",=""
="18:02:16.217.129.820 086.000us",="Tx",="EA 60 00 00 00 0A 00 00 ",=".`......",="",="",=""
="18:02:16.217.215.800 085.980us",="Tx",="03 C8 27 8C 60 27 B1 CF ",="..''.`''..",="",="",=""
="18:02:16.217.301.780 085.980us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="18:02:16.217.387.880 086.100us",="Tx",="00 00 00 19 18 78 D1 ",=".....x.",="",="",=""
="18:02:45.979.185.660 029.761s",="Tx",="11 00 2A 94 00 94 10 FF ",="..* .....",="",="",=""
="18:02:45.979.271.660 086.000us",="Tx",="00 00 00 16 01 FF 00 00 ",="........",="",="",=""
="18:02:45.979.357.640 085.980us (Apr-11-2024)",="Tx",="EA 60 00 00 00 0A 00 00 ",=".`......",="",="",=""
="18:02:45.979.443.620 085.980us",="Tx",="03 C8 27 8C 60 27 B1 CF ",="..''.`''..",="",="",=""
="18:02:45.979.529.620 086.000us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="18:02:45.979.615.740 086.120us",="Tx",="00 00 00 19 18 6F 12 ",=".....o.",="",="",=""
="18:03:15.742.776.640 029.763s",="Tx",="11 00 2A B3 00 B3 10 FF ",="..* .....",="",="",=""
="18:03:15.742.862.640 086.000us",="Tx",="00 00 00 17 01 FF 00 00 ",="........",="",="",=""
="18:03:15.742.948.640 086.000us",="Tx",="EA 60 00 00 00 0B 00 00 ",=".`......",="",="",=""
="18:03:15.743.034.600 085.960us",="Tx",="04 03 27 8C 84 27 B1 EE ",="..''..''..",="",="",=""
="18:03:15.743.120.600 086.000us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="18:03:15.743.206.720 086.120us",="Tx",="00 00 00 19 18 6F 66 ",=".....of",="",="",=""
="18:03:45.501.019.840 029.757s",="Tx",="11 00 2A D2 00 D2 10 FF ",="..* .....",="",="",=""
="18:03:45.501.105.820 085.980us",="Tx",="00 00 00 18 01 FF 00 00 ",="........",="",="",=""
="18:03:45.501.191.780 085.960us",="Tx",="EA 60 00 00 00 0B 00 00 ",=".`......",="",="",=""
="18:03:45.501.277.760 085.980us",="Tx",="04 03 27 8C 84 27 B1 EE ",="..''..''..",="",="",=""
="18:03:45.501.363.740 085.980us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="18:03:45.501.449.860 086.120us",="Tx",="00 00 00 19 18 E0 EA ",=".......",="",="",=""
="18:04:15.269.458.540 029.768s",="Tx",="11 00 2A F1 00 F1 10 FF ",="..* .....",="",="",=""
="18:04:15.269.544.540 086.000us (Apr-11-2024)",="Tx",="00 00 00 19 01 FF 00 00 ",="........",="",="",=""
="18:04:15.269.630.560 086.020us",="Tx",="EA 60 00 00 00 0C 00 00 ",=".`......",="",="",=""
="18:04:15.269.716.560 086.000us",="Tx",="04 3D 27 8C 79 27 B1 C7 ",=".=''.y''..",="",="",=""
="18:04:15.269.802.580 086.020us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="18:04:15.269.888.740 086.160us",="Tx",="00 00 00 19 18 11 4C ",="......L",="",="",=""
="18:04:45.036.647.900 029.766s",="Tx",="11 00 2A 10 00 10 10 FF ",="..* .....",="",="",=""
="18:04:45.036.733.960 086.060us",="Tx",="00 00 00 1A 01 FF 00 00 ",="........",="",="",=""
="18:04:45.036.820.040 086.080us",="Tx",="EA 60 00 00 00 0C 00 00 ",=".`......",="",="",=""
="18:04:45.036.906.040 086.000us",="Tx",="04 3D 27 8C 79 27 B1 C7 ",=".=''.y''..",="",="",=""
="18:04:45.036.992.080 086.040us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="18:04:45.037.078.220 086.140us",="Tx",="00 00 00 19 18 06 8F ",=".......",="",="",=""
="18:05:14.802.202.120 029.765s",="Tx",="11 00 2A 2F 00 2F 10 FF ",="..* /./..",="",="",=""
="18:05:14.802.288.240 086.120us",="Tx",="00 00 00 1B 01 FF 00 00 ",="........",="",="",=""
="18:05:14.802.374.280 086.040us",="Tx",="EA 60 00 00 00 0D 00 00 ",=".`......",="",="",=""
="18:05:14.802.460.280 086.000us",="Tx",="04 78 27 8C 51 27 B1 B8 ",=".x''.Q''..",="",="",=""
="18:05:14.802.546.300 086.020us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="18:05:14.802.632.460 086.160us",="Tx",="00 00 00 19 18 D0 E8 ",=".......",="",="",=""
="18:05:44.568.544.360 029.765s (Apr-11-2024)",="Tx",="11 00 2A 4E 00 4E 10 FF ",="..* N.N..",="",="",=""
="18:05:44.568.630.380 086.020us",="Tx",="00 00 00 1C 01 FF 00 00 ",="........",="",="",=""
="18:05:44.568.716.420 086.040us",="Tx",="EA 60 00 00 00 0D 00 00 ",=".`......",="",="",=""
="18:05:44.568.802.420 086.000us",="Tx",="04 78 27 8C 51 27 B1 B8 ",=".x''.Q''..",="",="",=""
="18:05:44.568.888.440 086.020us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="18:05:44.568.974.580 086.140us",="Tx",="00 00 00 19 18 FE C8 ",=".......",="",="",=""
="18:06:14.332.061.000 029.763s",="Tx",="11 00 2A 6D 00 6D 10 FF ",="..* m.m..",="",="",=""
="18:06:14.332.147.040 086.040us",="Tx",="00 00 00 1D 01 FF 00 00 ",="........",="",="",=""
="18:06:14.332.233.120 086.080us",="Tx",="EA 60 00 00 00 0E 00 00 ",=".`......",="",="",=""
="18:06:14.332.319.140 086.020us",="Tx",="04 B3 27 8C 39 27 B1 CC ",="..''.9''..",="",="",=""
="18:06:14.332.405.160 086.020us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="18:06:14.332.491.340 086.180us",="Tx",="00 00 00 19 18 67 FA ",=".....g.",="",="",=""
="18:06:44.088.550.420 029.756s",="Tx",="11 00 2A 8C 00 8C 10 FF ",="..* .....",="",="",=""
="18:06:44.088.636.380 085.960us",="Tx",="00 00 00 1E 01 FF 00 00 ",="........",="",="",=""
="18:06:44.088.722.340 085.960us",="Tx",="EA 60 00 00 00 0E 00 00 ",=".`......",="",="",=""
="18:06:44.088.808.280 085.940us",="Tx",="04 B3 27 8C 39 27 B1 CC ",="..''.9''..",="",="",=""
="18:06:44.088.894.240 085.960us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="18:06:44.088.980.340 086.100us",="Tx",="00 00 00 19 18 70 39 ",=".....p9",="",="",=""
="18:07:13.856.921.400 029.767s",="Tx",="11 00 2A AB 00 AB 10 FF ",="..* .....",="",="",=""
="18:07:13.857.007.380 085.980us",="Tx",="00 00 00 1F 01 FF 00 00 ",="........",="",="",=""
="18:07:13.857.093.360 085.980us",="Tx",="EA 60 00 00 00 0F 00 00 ",=".`......",="",="",=""
="18:07:13.857.179.320 085.960us",="Tx",="04 ED 27 8C 4F 27 B1 B8 ",="..''.O''..",="",="",=""
="18:07:13.857.265.300 085.980us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="18:07:13.857.351.440 086.140us",="Tx",="00 00 00 19 18 3F 5B ",=".....?[",="",="",=""
="18:07:43.620.927.640 029.763s",="Tx",="11 00 2A CA 00 CA 10 FF ",="..* .....",="",="",=""
="18:07:43.621.013.620 085.980us",="Tx",="00 00 00 20 01 FF 00 00 ",="... ....",="",="",=""
="18:07:43.621.099.600 085.980us",="Tx",="EA 60 00 00 00 0F 00 00 ",=".`......",="",="",=""
="18:07:43.621.185.540 085.940us",="Tx",="04 ED 27 8C 4F 27 B1 B8 ",="..''.O''..",="",="",=""
="18:07:43.621.271.520 085.980us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="18:07:43.621.357.660 086.140us",="Tx",="00 00 00 19 18 45 5C ",=".....E\",="",="",=""
="18:08:13.388.018.700 029.766s",="Tx",="11 00 2A E9 00 E9 10 FF ",="..* .....",="",="",=""
="18:08:13.388.104.680 085.980us",="Tx",="00 00 00 21 01 FF 00 00 ",="...!....",="",="",=""
="18:08:13.388.190.660 085.980us",="Tx",="EA 60 00 00 00 10 00 00 ",=".`......",="",="",=""
="18:08:13.388.276.640 085.980us",="Tx",="05 28 27 8C 37 27 B1 C1 ",=".(''.7''..",="",="",=""
="18:08:13.388.362.620 085.980us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="18:08:13.388.448.780 086.160us (Apr-11-2024)",="Tx",="00 00 00 19 18 4E 43 ",=".....NC",="",="",=""
="18:08:43.144.752.000 029.756s",="Tx",="11 00 2A 08 00 08 10 FF ",="..* .....",="",="",=""
="18:08:43.144.837.940 085.940us",="Tx",="00 00 00 22 01 FF 00 00 ",="...""....",="",="",=""
="18:08:43.144.923.900 085.960us",="Tx",="EA 60 00 00 00 11 00 00 ",=".`......",="",="",=""
="18:08:43.145.009.840 085.940us",="Tx",="05 62 27 8C 3E 27 B1 7F ",=".b''.>''..",="",="",=""
="18:08:43.145.095.780 085.940us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="18:08:43.145.181.880 086.100us",="Tx",="00 00 00 19 18 7E 89 ",=".....~.",="",="",=""
="18:09:12.905.005.500 029.759s",="Tx",="11 00 2A 27 00 27 10 FF ",="..* ''.''..",="",="",=""
="18:09:12.905.091.480 085.980us",="Tx",="00 00 00 23 01 FF 00 00 ",="...#....",="",="",=""
="18:09:12.905.177.480 086.000us",="Tx",="EA 60 00 00 00 11 00 00 ",=".`......",="",="",=""
="18:09:12.905.263.440 085.960us",="Tx",="05 62 27 8C 3E 27 B1 7F ",=".b''.>''..",="",="",=""
="18:09:12.905.349.400 085.960us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="18:09:12.905.435.520 086.120us",="Tx",="00 00 00 19 18 36 35 ",=".....65",="",="",=""
="18:09:42.664.385.860 029.758s",="Tx",="11 00 2A 46 00 46 10 FF ",="..* F.F..",="",="",=""
="18:09:42.664.471.880 086.020us",="Tx",="00 00 00 24 01 FF 00 00 ",="...$....",="",="",=""
="18:09:42.664.557.900 086.020us",="Tx",="EA 60 00 00 00 12 00 00 ",=".`......",="",="",=""
="18:09:42.664.643.920 086.020us",="Tx",="05 9D 27 8C 3B 27 B1 C4 ",="..''.;''..",="",="",=""
="18:09:42.664.729.940 086.020us (Apr-11-2024)",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="18:09:42.664.816.100 086.160us",="Tx",="00 00 00 19 18 27 37 ",=".....''7",="",="",=""
="18:10:12.422.871.760 029.758s",="Tx",="11 00 2A 65 00 65 10 FF ",="..* e.e..",="",="",=""
="18:10:12.422.957.780 086.020us",="Tx",="00 00 00 25 01 FF 00 00 ",="...%....",="",="",=""
="18:10:12.423.043.780 086.000us",="Tx",="EA 60 00 00 00 12 00 00 ",=".`......",="",="",=""
="18:10:12.423.129.820 086.040us",="Tx",="05 9D 27 8C 3B 27 B1 C4 ",="..''.;''..",="",="",=""
="18:10:12.423.215.840 086.020us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="18:10:12.423.302.020 086.180us",="Tx",="00 00 00 19 18 9D CE ",=".......",="",="",=""
="18:10:42.187.203.080 029.763s",="Tx",="11 00 2A 84 00 84 10 FF ",="..* .....",="",="",=""
="18:10:42.187.289.080 086.000us",="Tx",="00 00 00 26 01 FF 00 00 ",="...&....",="",="",=""
="18:10:42.187.375.100 086.020us",="Tx",="EA 60 00 00 00 13 00 00 ",=".`......",="",="",=""
="18:10:42.187.461.080 085.980us",="Tx",="05 D8 27 8C 5B 27 B1 95 ",="..''.[''..",="",="",=""
="18:10:42.187.547.080 086.000us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="18:10:42.187.633.220 086.140us",="Tx",="00 00 00 19 18 31 33 ",=".....13",="",="",=""
="18:11:11.956.025.400 029.768s",="Tx",="11 00 2A A3 00 A3 10 FF ",="..* .....",="",="",=""
="18:11:11.956.111.360 085.960us",="Tx",="00 00 00 27 01 FF 00 00 ",="...''....",="",="",=""
="18:11:11.956.197.340 085.980us",="Tx",="EA 60 00 00 00 13 00 00 ",=".`......",="",="",=""
="18:11:11.956.283.280 085.940us (Apr-11-2024)",="Tx",="05 D8 27 8C 5B 27 B1 95 ",="..''.[''..",="",="",=""
="18:11:11.956.369.260 085.980us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="18:11:11.956.455.360 086.100us",="Tx",="00 00 00 19 18 2A 16 ",=".....* .",="",="",=""
="18:11:41.722.607.360 029.766s",="Tx",="11 00 2A C2 00 C2 10 FF ",="..* .....",="",="",=""
="18:11:41.722.693.360 086.000us",="Tx",="00 00 00 28 01 FF 00 00 ",="...(....",="",="",=""
="18:11:41.722.779.360 086.000us",="Tx",="EA 60 00 00 00 14 00 00 ",=".`......",="",="",=""
="18:11:41.722.865.340 085.980us",="Tx",="06 12 27 8C 3E 27 B1 A5 ",="..''.>''..",="",="",=""
="18:11:41.722.951.340 086.000us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="18:11:41.723.037.500 086.160us",="Tx",="00 00 00 19 18 03 B5 ",=".......",="",="",=""
="18:12:11.490.667.080 029.767s",="Tx",="11 00 2A E1 00 E1 10 FF ",="..* .....",="",="",=""
="18:12:11.490.753.080 086.000us",="Tx",="00 00 00 29 01 FF 00 00 ",="...)....",="",="",=""
="18:12:11.490.839.100 086.020us",="Tx",="EA 60 00 00 00 14 00 00 ",=".`......",="",="",=""
="18:12:11.490.925.100 086.000us",="Tx",="06 12 27 8C 3E 27 B1 A5 ",="..''.>''..",="",="",=""
="18:12:11.491.011.120 086.020us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="18:12:11.491.097.240 086.120us",="Tx",="00 00 00 19 18 B9 4C ",="......L",="",="",=""
="18:12:41.257.426.720 029.766s",="Tx",="11 00 2A 00 00 00 10 FF ",="..* .....",="",="",=""
="18:12:41.257.512.680 085.960us",="Tx",="00 00 00 2A 01 FF 00 00 ",="...* ....",="",="",=""
="18:12:41.257.598.660 085.980us (Apr-11-2024)",="Tx",="EA 60 00 00 00 15 00 00 ",=".`......",="",="",=""
="18:12:41.257.684.580 085.920us",="Tx",="06 4D 27 8C 3B 27 B1 B0 ",=".M''.;''..",="",="",=""
="18:12:41.257.770.560 085.980us",="Tx",="00 00 00 00 00 00 00 00 ",="........",="",="",=""
="18:12:41.257.856.680 086.120us",="Tx",="00 00 00 19 18 69 4B ",=".....iK",="",="",=""
="18:13:11.026.622.740 029.768s",="Tx",="11 00 2A 1F 00 1F 10 FF ",="..* .....",="",="",=""
