Times,Time,CMD accept cnt.,last accept CMD,last error CMD,_hk_number_,reboot_cnt,mode_status,_sample_rate_,_sci_write_num_,_sci_time_,R1,R2,_seu_count_,_sci_read_num_,CMD err cnt.,RADFET err cnt.,WDT err cnt,SOM Tmp.,RADFET Tmp.
1,"=""14:16:12.033.505.560 086.040us""",2,11,FF,2,1,FF,60000,0,00 00,0.0,0.0,0,00 00 00 00,0,0,0,21,20
2,"=""14:16:22.177.160.020 086.080us""",3,11,FF,3,1,FF,60000,0,00 00,0.0,0.0,0,00 00 00 00,0,0,0,21,20
3,"=""14:16:32.318.506.380 086.020us""",4,11,FF,4,1,FF,60000,0,00 00,0.0,0.0,0,00 00 00 00,0,0,0,21,20
4,"=""14:16:42.460.709.440 086.060us""",5,11,FF,5,1,FF,60000,0,00 00,0.0,0.0,0,00 00 00 00,0,0,0,21,20
5,"=""14:16:52.602.729.940 086.020us""",6,11,FF,6,1,FF,60000,1,00 00,10.000000596046519,1.5507962168212195,0,00 00 00 00,0,1,0,21,20
6,"=""14:17:02.745.007.340 086.000us""",7,11,FF,7,1,FF,60000,1,00 00,10.000000596046519,1.5507962168212195,0,00 00 00 00,0,1,0,21,20
7,"=""14:17:12.887.835.400 086.080us""",8,11,FF,8,1,FF,60000,1,00 00,10.000000596046519,1.5507962168212195,0,00 00 00 00,0,1,0,21,20
8,"=""14:17:23.030.088.380 086.080us""",9,11,FF,9,1,FF,60000,1,00 00,10.000000596046519,1.5507962168212195,0,00 00 00 00,0,1,0,21,20
9,"=""14:17:33.169.387.880 086.000us""",10,11,FF,10,1,FF,60000,1,00 00,10.000000596046519,1.5507962168212195,0,00 00 00 00,0,1,0,21,20
10,"=""14:17:43.311.969.500 086.000us""",11,11,FF,11,1,FF,60000,2,00 00,1.545136159078617,1.550778931472174,0,00 00 00 00,0,0,0,21,20
11,"=""14:17:53.452.979.560 086.000us""",12,11,FF,12,1,FF,60000,2,00 00,1.545136159078617,1.550778931472174,0,00 00 00 00,0,0,0,21,20
12,"=""14:18:03.593.251.100 086.100us""",13,11,FF,13,1,FF,60000,2,00 00,1.545136159078617,1.550778931472174,0,00 00 00 00,0,0,0,21,20
13,"=""14:18:13.735.882.940 086.060us""",14,11,FF,14,1,FF,60000,2,00 00,1.545136159078617,1.550778931472174,0,00 00 00 00,0,0,0,21,20
14,"=""14:18:23.879.196.080 086.080us""",15,11,FF,15,1,FF,60000,2,00 00,1.545136159078617,1.550778931472174,0,00 00 00 00,0,0,0,21,20
15,"=""14:18:34.022.990.560 086.040us""",16,11,FF,16,1,FF,60000,2,00 00,1.545136159078617,1.550778931472174,0,00 00 00 00,0,0,0,21,20
16,"=""14:18:44.164.404.980 086.020us""",17,11,FF,17,1,FF,60000,3,00 00,1.5451820546605652,1.5507717789139484,0,00 00 00 00,0,0,0,21,20
