Times,Time,CMD accept cnt.,last accept CMD,last error CMD,_hk_number_,reboot_cnt,mode_status,_sample_rate_,_sci_write_num_,_sci_time_,R1,R2,_seu_count_,_sci_read_num_,CMD err cnt.,RADFET err cnt.,WDT err cnt,SOM Tmp.,RADFET Tmp.
1,"=""21:47:05.812.222.340 086.040us""",4,10,FF,2,1,FF,60000,0,00 00,0.0,0.0,0,00 00 00 00,0,0,0,23,22
2,"=""21:47:35.548.651.140 086.040us""",6,10,FF,3,1,FF,60000,1,00 02,10.000000596046519,1.550885027752522,0,00 00 00 00,0,1,0,23,22
3,"=""21:48:05.284.625.180 086.020us""",8,10,FF,4,1,FF,60000,1,00 02,10.000000596046519,1.550885027752522,0,00 00 00 00,0,1,0,23,22
4,"=""21:48:35.016.331.260 086.080us""",10,10,FF,5,1,FF,60000,2,00 04,1.5452374869868144,1.5508772791477774,0,00 00 00 00,0,0,0,23,22
5,"=""21:49:04.749.140.660 086.060us""",12,10,FF,6,1,FF,60000,2,00 04,1.5452374869868144,1.5508772791477774,0,00 00 00 00,0,0,0,23,22
6,"=""21:49:34.484.255.920 086.020us""",14,10,FF,7,1,FF,60000,3,00 06,1.5452643090801608,1.5508641661243636,0,00 00 00 00,0,0,0,23,22
7,"=""21:50:04.220.849.260 086.040us""",16,10,FF,8,1,FF,60000,3,00 06,1.5452643090801608,1.5508641661243636,0,00 00 00 00,0,0,0,23,22
8,"=""21:50:33.959.602.340 086.000us""",18,10,FF,9,1,FF,60000,4,00 08,1.54526967349883,1.5508742989151834,0,00 00 00 00,0,0,0,23,22
9,"=""21:51:03.688.148.920 086.000us""",20,10,FF,10,1,FF,60000,4,00 08,1.54526967349883,1.5508742989151834,0,00 00 00 00,0,0,0,23,22
10,"=""21:51:33.415.848.600 086.060us""",22,10,FF,11,1,FF,60000,5,00 0A,1.545257156521935,1.550912445892387,0,00 00 00 00,0,0,0,23,22
11,"=""21:52:03.141.815.840 086.020us""",24,10,FF,12,1,FF,60000,5,00 0A,1.545257156521935,1.550912445892387,0,00 00 00 00,0,0,0,23,22
12,"=""21:52:32.861.607.780 086.080us""",26,10,FF,13,1,FF,60000,6,00 0C,1.5452660972197172,1.5508862198455595,0,00 00 00 00,0,0,0,23,22
13,"=""21:53:02.586.188.500 086.060us""",28,10,FF,14,1,FF,60000,6,00 0C,1.5452660972197172,1.5508862198455595,0,00 00 00 00,0,0,0,23,22
14,"=""21:53:32.292.577.880 086.000us""",30,10,FF,15,1,FF,60000,7,00 0E,1.5452738458244617,1.5508707226360705,0,00 00 00 00,0,0,0,23,22
15,"=""21:54:02.009.592.140 086.040us""",32,10,FF,16,1,FF,60000,7,00 0E,1.5452738458244617,1.5508707226360705,0,00 00 00 00,0,0,0,23,22
16,"=""21:54:31.734.904.120 086.020us""",34,10,FF,17,1,FF,60000,8,00 10,1.545241659312446,1.5508796633338526,0,00 00 00 00,0,0,0,23,22
17,"=""21:55:01.461.432.360 086.060us""",36,10,FF,18,1,FF,60000,8,00 10,1.545241659312446,1.5508796633338526,0,00 00 00 00,0,0,0,23,22
18,"=""21:55:31.187.466.240 086.000us""",38,10,FF,19,1,FF,60000,9,00 12,1.545279210243131,1.5508838356594843,0,00 00 00 00,0,0,0,23,22
19,"=""21:56:00.915.419.620 086.000us (Mar-07-2024)""",40,10,FF,20,1,FF,60000,9,00 12,1.545279210243131,1.5508838356594843,0,00 00 00 00,0,0,0,23,22
20,"=""21:56:30.640.648.840 086.000us""",42,10,FF,21,1,FF,60000,10,00 14,1.545285170708319,1.5508874119385971,0,00 00 00 00,0,0,0,23,22
21,"=""21:57:00.365.178.080 086.040us""",44,10,FF,22,1,FF,60000,10,00 14,1.545285170708319,1.5508874119385971,0,00 00 00 00,0,0,0,23,22
22,"=""21:57:30.090.305.720 086.040us""",46,10,FF,23,1,FF,60000,11,00 16,1.545245235591559,1.5508820475199279,0,00 00 00 00,0,0,0,23,22
23,"=""21:57:59.814.790.940 086.000us""",2,10,FF,24,2,FF,60000,12,00 00,0.0,0.0,0,00 00 00 00,0,0,0,23,22
24,"=""21:58:29.537.333.140 086.040us""",4,10,FF,25,2,FF,60000,12,00 00,0.0,0.0,0,00 00 00 00,0,0,0,23,22
25,"=""21:58:59.253.632.400 086.020us""",6,10,FF,26,2,FF,60000,13,00 19,10.000000596046519,1.5508641661243636,0,00 00 00 00,0,1,0,23,22
26,"=""21:59:28.978.572.820 086.000us""",8,10,FF,27,2,FF,60000,13,00 19,10.000000596046519,1.5508641661243636,0,00 00 00 00,0,1,0,23,22
27,"=""21:59:58.703.441.200 086.020us""",10,10,FF,28,2,FF,60000,14,00 1B,1.54529470745262,1.5508802593803714,0,00 00 00 00,0,0,0,23,22
28,"=""22:00:28.424.080.420 086.000us""",12,10,FF,29,2,FF,60000,14,00 1B,1.54529470745262,1.5508802593803714,0,00 00 00 00,0,0,0,23,22
29,"=""22:00:58.142.333.700 086.020us""",14,10,FF,30,2,FF,60000,15,00 1D,1.54524463954504,1.5508933724037852,0,00 00 00 00,0,0,0,23,22
30,"=""22:01:27.856.599.740 086.040us""",16,10,FF,31,2,FF,60000,15,00 1D,1.54524463954504,1.5508933724037852,0,00 00 00 00,0,0,0,23,22
31,"=""22:01:57.574.971.600 086.020us""",18,10,FF,32,2,FF,60000,16,00 1F,1.545288150940913,1.5508671463569577,0,00 00 00 00,0,0,0,23,22
32,"=""22:02:27.295.874.960 086.260us""",20,10,FF,33,2,FF,60000,17,00 20,1.5452631169871232,1.5508838356594843,0,00 00 00 00,0,0,0,23,22
33,"=""22:02:57.014.949.340 086.000us""",22,10,FF,34,2,FF,60000,17,00 20,1.5452631169871232,1.5508838356594843,0,00 00 00 00,0,0,0,23,22
34,"=""22:03:26.739.933.660 086.040us""",24,10,FF,35,2,FF,60000,18,00 22,1.545273249777943,1.550893968450304,0,00 00 00 00,0,0,0,23,22
35,"=""22:03:56.459.488.180 086.000us""",26,10,FF,36,2,FF,60000,18,00 22,1.545273249777943,1.550893968450304,0,00 00 00 00,0,0,0,23,22
36,"=""22:04:26.180.250.560 086.020us""",28,10,FF,37,2,FF,60000,19,00 24,1.5452738458244617,1.5508838356594843,0,00 00 00 00,0,0,0,23,22
37,"=""22:04:55.898.926.100 086.080us""",30,10,FF,38,2,FF,60000,19,00 24,1.5452738458244617,1.5508838356594843,0,00 00 00 00,0,0,0,23,22
38,"=""22:05:25.615.895.240 086.000us""",32,10,FF,39,2,FF,60000,20,00 26,1.5452488118706718,1.550912445892387,0,00 00 00 00,0,0,0,23,22
39,"=""22:05:55.327.561.160 086.060us (Mar-07-2024)""",34,10,FF,40,2,FF,60000,20,00 26,1.5452488118706718,1.550912445892387,0,00 00 00 00,0,0,0,23,22
40,"=""22:06:25.046.835.560 086.060us""",36,10,FF,41,2,FF,60000,21,00 28,1.5452744418709805,1.5508701265895517,0,00 00 00 00,0,0,0,23,22
41,"=""22:06:54.763.790.660 086.020us""",2,10,FF,42,3,FF,60000,22,00 00,0.0,0.0,0,00 00 00 00,0,0,0,23,22
42,"=""22:07:24.484.617.120 085.980us""",4,10,FF,43,3,FF,60000,22,00 00,0.0,0.0,0,00 00 00 00,0,0,0,23,22
43,"=""22:07:54.200.622.140 086.060us""",6,10,FF,44,3,FF,60000,23,00 2B,10.000000596046519,1.5508641661243636,0,00 00 00 00,0,1,0,23,22
