Times,Time,CMD accept cnt.,last accept CMD,last error CMD,_hk_number_,reboot_cnt,mode_status,_sample_rate_,_sci_write_num_,_sci_time_,R1,R2,_seu_count_,_sci_read_num_,CMD err cnt.,RADFET err cnt.,WDT err cnt,SOM Tmp.,RADFET Tmp.
1,"=""17:31:36.607.389.400 085.940us""",2,10,87,412718973,182,FF,60000,509848,00 00,0.0,0.0,0,CA 40 C0 00,0,0,48,21,21
2,"=""17:32:06.329.384.840 085.960us""",33,10,87,412718974,182,FF,60000,509848,00 00,0.0,0.0,0,CA 40 C0 00,0,0,48,21,21
3,"=""17:32:36.056.475.860 086.100us""",64,10,87,412718975,182,FF,60000,509849,00 34,10.000000596046519,1.5509833754281253,0,CA 40 C0 00,0,1,48,21,21
4,"=""17:33:05.786.670.700 085.960us""",95,10,87,412718976,182,FF,60000,509849,00 34,10.000000596046519,1.5509833754281253,0,CA 40 C0 00,0,1,48,22,21
5,"=""17:33:35.517.215.020 085.980us""",126,10,87,412718977,182,FF,60000,509850,00 6F,1.5452833825687626,1.5509368837996582,0,CA 40 C0 00,0,0,48,22,21
6,"=""17:34:05.250.963.260 086.120us""",157,10,87,412718978,182,FF,60000,509850,00 6F,1.5452833825687626,1.5509368837996582,0,CA 40 C0 00,0,0,48,22,21
7,"=""17:34:34.988.718.880 086.080us""",188,10,87,412718979,182,FF,60000,509851,00 A9,1.54524463954504,1.5508993328689733,0,CA 40 C0 00,0,0,48,22,22
8,"=""17:35:04.727.670.100 085.980us""",219,10,87,412718980,182,FF,60000,509851,00 A9,1.54524463954504,1.5508993328689733,0,CA 40 C0 00,0,0,48,22,22
9,"=""17:35:34.465.266.060 086.000us""",250,10,87,412718981,182,FF,60000,509852,00 E4,1.5451802665210088,1.5508653582174012,0,CA 40 C0 00,0,0,48,23,22
10,"=""17:36:04.206.055.860 086.040us""",25,10,87,412718982,182,FF,60000,509852,00 E4,1.5451802665210088,1.5508653582174012,0,CA 40 C0 00,0,0,48,23,22
11,"=""17:36:33.950.894.400 086.020us""",56,10,87,412718983,182,FF,60000,509853,01 1F,1.5451439076833615,1.5508456886822806,0,CA 40 C0 00,0,0,48,23,22
12,"=""17:37:03.699.121.080 086.020us""",87,10,87,412718984,182,FF,60000,509853,01 1F,1.5451439076833615,1.5508456886822806,0,CA 40 C0 00,0,0,48,23,22
13,"=""17:37:33.449.610.580 086.040us""",118,10,87,412718985,182,FF,60000,509854,01 59,1.545117681636534,1.5507920444955878,0,CA 40 C0 00,0,0,48,23,22
14,"=""17:38:03.206.763.680 086.020us (Apr-10-2024)""",149,10,87,412718986,182,FF,60000,509854,01 59,1.545117681636534,1.5507920444955878,0,CA 40 C0 00,0,0,48,23,22
15,"=""17:38:32.958.639.040 086.020us""",180,10,87,412718987,182,FF,60000,509855,01 94,1.5451099330317895,1.550809925891152,0,CA 40 C0 00,0,0,48,23,22
16,"=""17:39:02.707.072.440 086.140us""",211,10,87,412718988,182,FF,60000,509855,01 94,1.5451099330317895,1.550809925891152,0,CA 40 C0 00,0,0,48,23,22
17,"=""17:39:32.464.437.760 086.020us""",242,10,87,412718989,182,FF,60000,509856,01 CF,1.5450974160548945,1.5507378042623763,0,CA 40 C0 00,0,0,48,23,22
18,"=""17:40:02.216.287.160 086.160us""",17,10,87,412718990,182,FF,60000,509856,01 CF,1.5450974160548945,1.5507378042623763,0,CA 40 C0 00,0,0,48,23,22
19,"=""17:40:31.973.240.580 086.180us""",48,10,87,412718991,182,FF,60000,509857,02 09,1.5450878793105935,1.550747937053196,0,CA 40 C0 00,0,0,48,23,22
20,"=""17:41:01.726.628.400 086.180us""",79,10,87,412718992,182,FF,60000,509857,02 09,1.5450878793105935,1.550747937053196,0,CA 40 C0 00,0,0,48,24,22
21,"=""17:41:31.483.722.360 086.200us""",110,10,87,412718993,182,FF,60000,509858,02 44,1.5450300627982692,1.5507032335642854,0,CA 40 C0 00,0,0,48,24,22
22,"=""17:42:01.237.186.780 086.160us""",141,10,87,412718994,182,FF,60000,509858,02 44,1.5450300627982692,1.5507032335642854,0,CA 40 C0 00,0,0,48,24,23
23,"=""17:42:30.986.205.120 086.140us""",172,10,87,412718995,182,FF,60000,509859,02 7F,1.545036619309976,1.5507163465876992,0,CA 40 C0 00,0,0,48,24,23
24,"=""17:43:00.739.138.940 086.160us""",203,10,87,412718996,182,FF,60000,509859,02 7F,1.545036619309976,1.5507163465876992,0,CA 40 C0 00,0,0,48,24,23
25,"=""17:43:30.495.683.620 086.160us""",234,10,87,412718997,182,FF,60000,509860,02 B9,1.5450229102400435,1.5507270754250377,0,CA 40 C0 00,0,0,48,24,23
26,"=""17:44:00.255.145.880 086.140us""",9,10,87,412718998,182,FF,60000,509860,02 B9,1.5450229102400435,1.5507270754250377,0,CA 40 C0 00,0,0,48,24,23
27,"=""17:44:30.013.852.740 086.160us""",40,10,87,412718999,182,FF,60000,509861,02 F4,1.5450169497748554,1.5507175386807368,0,CA 40 C0 00,0,0,48,24,23
28,"=""17:44:59.771.039.060 086.140us""",71,10,87,412719000,182,FF,60000,509861,02 F4,1.5450169497748554,1.5507175386807368,0,CA 40 C0 00,0,0,48,24,23
29,"=""17:45:29.528.570.080 085.980us""",16,10,87,412719001,183,FF,60000,510167,00 00,0.0,0.0,0,CA 40 C0 00,0,0,48,24,23
30,"=""17:45:59.277.682.000 086.080us""",47,10,87,412719002,183,FF,60000,510167,00 00,0.0,0.0,0,CA 40 C0 00,0,0,48,24,23
31,"=""17:46:29.036.913.600 086.020us""",78,10,87,412719003,183,FF,60000,510168,03 74,10.000000596046519,1.550704425657323,0,CA 40 C0 00,0,1,48,24,23
32,"=""17:46:58.793.966.660 086.000us""",109,10,87,412719004,183,FF,60000,510168,03 74,10.000000596046519,1.550704425657323,0,CA 40 C0 00,0,1,48,24,23
33,"=""17:47:28.550.530.680 086.020us""",140,10,87,412719005,183,FF,60000,510169,03 AE,1.5450002604723287,1.5506716430987886,0,CA 40 C0 00,0,0,48,24,23
34,"=""17:47:58.314.088.520 086.020us (Apr-10-2024)""",171,10,87,412719006,183,FF,60000,510169,03 AE,1.5450002604723287,1.5506716430987886,0,CA 40 C0 00,0,0,48,24,23
35,"=""17:48:28.079.422.640 086.040us""",202,10,87,412719007,183,FF,60000,510170,03 E9,1.5449913197745466,1.5506460130984798,0,CA 40 C0 00,0,0,48,24,23
36,"=""17:48:57.845.324.500 086.000us""",233,10,87,412719008,183,FF,60000,510170,03 E9,1.5449913197745466,1.5506460130984798,0,CA 40 C0 00,0,0,48,24,23
37,"=""17:49:27.606.274.440 086.020us""",8,10,87,412719009,183,FF,60000,510171,04 24,1.545005624890998,1.5506460130984798,0,CA 40 C0 00,0,0,48,24,23
38,"=""17:49:57.369.528.160 086.200us""",39,10,87,412719010,183,FF,60000,510171,04 24,1.545005624890998,1.5506460130984798,0,CA 40 C0 00,0,0,48,24,23
39,"=""17:50:27.132.248.760 086.180us""",70,10,87,412719011,183,FF,60000,510172,04 5E,1.5449722462859448,1.5506758154244202,0,CA 40 C0 00,0,0,48,24,23
40,"=""17:50:56.897.725.100 086.180us""",101,10,87,412719012,183,FF,60000,510172,04 5E,1.5449722462859448,1.5506758154244202,0,CA 40 C0 00,0,0,48,24,23
41,"=""17:51:26.661.732.180 086.200us""",132,10,87,412719013,183,FF,60000,510173,04 99,1.5449811869837269,1.5506311119355096,0,CA 40 C0 00,0,0,48,24,23
42,"=""17:51:56.417.081.480 086.200us""",163,10,87,412719014,183,FF,60000,510173,04 99,1.5449811869837269,1.5506311119355096,0,CA 40 C0 00,0,0,48,24,23
43,"=""17:52:26.172.578.320 086.160us""",194,10,87,412719015,183,FF,60000,510174,04 D4,5.77249715000357,1.5506376684472165,0,CA 40 C0 00,0,0,48,24,23
44,"=""17:52:55.928.771.700 086.180us""",225,10,87,412719016,183,FF,60000,510174,04 D4,5.77249715000357,1.5506376684472165,0,CA 40 C0 00,0,0,48,24,23
45,"=""17:53:25.687.773.680 086.180us""",0,10,87,412719017,183,FF,60000,510175,05 0E,1.5449424439600044,1.5506632984475253,0,CA 40 C0 00,0,0,48,24,23
46,"=""17:53:55.455.227.560 086.180us""",31,10,87,412719018,183,FF,60000,510175,05 0E,1.5449424439600044,1.5506632984475253,0,CA 40 C0 00,0,0,48,24,23
47,"=""17:54:25.217.763.000 086.180us""",62,10,87,412719019,183,FF,60000,510176,05 49,1.5449764186115764,1.5506585300753748,0,CA 40 C0 00,0,0,48,24,23
48,"=""17:54:54.979.600.000 086.160us""",93,10,87,412719020,183,FF,60000,510176,05 49,1.5449764186115764,1.5506585300753748,0,CA 40 C0 00,0,0,48,24,23
49,"=""17:55:24.740.082.940 086.160us""",124,10,87,412719021,183,FF,60000,510177,05 83,1.5449770146580952,1.5506632984475253,0,CA 40 C0 00,0,0,48,24,23
50,"=""17:55:54.499.308.480 086.040us""",155,10,87,412719022,183,FF,60000,510177,05 83,1.5449770146580952,1.5506632984475253,0,CA 40 C0 00,0,0,48,24,23
51,"=""17:56:24.259.123.880 086.060us""",186,10,87,412719023,183,FF,60000,510178,05 BE,1.5449722462859448,1.5506591261218936,0,CA 40 C0 00,0,0,48,24,23
52,"=""17:56:54.019.013.300 086.200us""",217,10,87,412719024,183,FF,60000,510179,05 F9,1.5449722462859448,1.5506537617032243,0,CA 40 C0 00,0,0,48,24,23
53,"=""17:57:23.776.435.880 086.160us""",248,10,87,412719025,183,FF,60000,510179,05 F9,1.5449722462859448,1.5506537617032243,0,CA 40 C0 00,0,0,48,24,23
54,"=""17:57:53.535.875.540 086.140us (Apr-10-2024)""",23,10,87,412719026,183,FF,60000,510180,06 33,1.544984167216321,1.55066091426145,0,CA 40 C0 00,0,0,48,24,23
55,"=""17:58:23.300.251.620 086.140us""",54,10,87,412719027,183,FF,60000,510180,06 33,1.544984167216321,1.55066091426145,0,CA 40 C0 00,0,0,48,24,23
56,"=""17:58:53.058.257.600 086.160us""",85,10,87,412719028,183,FF,60000,510181,06 6E,1.544990127681509,1.5506567419358184,0,CA 40 C0 00,0,0,48,24,23
57,"=""17:59:22.820.211.600 085.940us""",116,10,87,412719029,183,FF,60000,510181,06 6E,1.544990127681509,1.5506567419358184,0,CA 40 C0 00,0,0,48,24,23
58,"=""17:59:52.584.887.880 086.160us""",147,10,87,412719030,183,FF,60000,510182,06 A9,1.5449448281460796,1.5506627024010065,0,CA 40 C0 00,0,0,48,24,23
59,"=""18:00:22.344.089.120 086.160us""",178,10,87,412719031,183,FF,60000,510182,06 A9,1.5449448281460796,1.5506627024010065,0,CA 40 C0 00,0,0,48,24,23
60,"=""18:00:52.100.134.040 086.120us""",209,10,87,412719032,183,FF,60000,510183,06 E3,1.5449603253555686,1.550645417051961,0,CA 40 C0 00,0,0,48,24,23
