Times,Time,CMD accept cnt.,last accept CMD,last error CMD,_hk_number_,reboot_cnt,mode_status,_sample_rate_,_sci_write_num_,_sci_time_,R1,R2,_seu_count_,_sci_read_num_,CMD err cnt.,RADFET err cnt.,WDT err cnt,SOM Tmp.,RADFET Tmp.
54,"=""02:01:07.705.091.980 086.020us""",214,10,FF,54,1,FF,60000,26,00 9B,1.5447761469812569,1.5504201114678515,0,00 00 00 00,0,0,0,24,23
55,"=""02:01:36.455.384.800 086.000us""",218,10,FF,55,1,FF,60000,27,00 A1,1.5447952204698587,1.5504546821659424,0,00 00 00 00,0,0,0,24,23
56,"=""02:02:05.207.282.180 086.000us""",222,10,FF,56,1,FF,60000,27,00 A1,1.5447952204698587,1.5504546821659424,0,00 00 00 00,0,0,0,24,23
57,"=""02:02:33.959.499.240 085.980us""",226,10,FF,57,1,FF,60000,27,00 A1,1.5447952204698587,1.5504546821659424,0,00 00 00 00,0,0,0,24,23
58,"=""02:03:02.715.392.140 086.020us""",230,10,FF,58,1,FF,60000,28,00 A8,1.5448059493071973,1.550409382630513,0,00 00 00 00,0,0,0,24,23
59,"=""02:03:31.467.511.380 086.020us""",234,10,FF,59,1,FF,60000,28,00 A8,1.5448059493071973,1.550409382630513,0,00 00 00 00,0,0,0,24,23
60,"=""02:04:00.223.013.940 086.020us""",238,10,FF,60,1,FF,60000,29,00 AE,1.5447451525622788,1.5504040182118437,0,00 00 00 00,0,0,0,24,23
61,"=""02:04:28.976.837.740 086.020us""",242,10,FF,61,1,FF,60000,29,00 AE,1.5447451525622788,1.5504040182118437,0,00 00 00 00,0,0,0,24,23
62,"=""02:04:57.735.762.240 085.980us""",246,10,FF,62,1,FF,60000,30,00 B4,1.5447594576787302,1.5504290521656336,0,00 00 00 00,0,0,0,24,23
63,"=""02:05:26.496.299.780 086.200us""",250,10,FF,63,1,FF,60000,30,00 B4,1.5447594576787302,1.5504290521656336,0,00 00 00 00,0,0,0,24,23
64,"=""02:05:55.257.545.220 085.960us""",254,10,FF,64,1,FF,60000,31,00 BA,1.5447743588417004,1.5504421651890474,0,00 00 00 00,0,0,0,24,23
65,"=""02:06:24.019.174.560 086.000us""",2,10,FF,65,1,FF,60000,31,00 BA,1.5447743588417004,1.5504421651890474,0,00 00 00 00,0,0,0,24,23
66,"=""02:06:52.779.366.740 086.020us""",6,10,FF,66,1,FF,60000,32,00 C0,1.5447499209344293,1.5504135549561446,0,00 00 00 00,0,0,0,24,23
67,"=""02:07:21.544.884.800 085.980us""",10,10,FF,67,1,FF,60000,32,00 C0,1.5447499209344293,1.5504135549561446,0,00 00 00 00,0,0,0,24,23
68,"=""02:07:50.305.407.000 085.960us (Mar-14-2024)""",14,10,FF,68,1,FF,60000,33,00 C6,1.544788067911633,1.5504010379792497,0,00 00 00 00,0,0,0,24,23
69,"=""02:08:19.069.111.100 085.960us""",18,10,FF,69,1,FF,60000,33,00 C6,1.544788067911633,1.5504010379792497,0,00 00 00 00,0,0,0,24,23
70,"=""02:08:47.831.877.100 086.020us""",22,10,FF,70,1,FF,60000,34,00 CC,1.544778531167332,1.550415343095701,0,00 00 00 00,0,0,0,24,23
71,"=""02:09:16.595.756.260 085.980us""",26,10,FF,71,1,FF,60000,34,00 CC,1.544778531167332,1.550415343095701,0,00 00 00 00,0,0,0,24,23
72,"=""02:09:45.363.169.980 086.020us""",30,10,FF,72,1,FF,60000,35,00 D2,1.5447624379113243,1.5503986537931744,0,00 00 00 00,0,0,0,24,23
73,"=""02:10:14.126.057.660 085.940us""",34,10,FF,73,1,FF,60000,35,00 D2,1.5447624379113243,1.5503986537931744,0,00 00 00 00,0,0,0,24,23
74,"=""02:10:42.894.816.120 086.000us""",38,10,FF,74,1,FF,60000,36,00 D8,1.5447844916325202,1.5504111707700694,0,00 00 00 00,0,0,0,24,23
75,"=""02:11:11.659.606.100 086.040us""",42,10,FF,75,1,FF,60000,36,00 D8,1.5447844916325202,1.5504111707700694,0,00 00 00 00,0,0,0,24,23
76,"=""02:11:40.423.770.280 085.960us""",46,10,FF,76,1,FF,60000,37,00 DE,1.544757073492655,1.5504439533286039,0,00 00 00 00,0,0,0,24,23
77,"=""02:12:09.181.091.120 086.000us""",50,10,FF,77,1,FF,60000,37,00 DE,1.544757073492655,1.5504439533286039,0,00 00 00 00,0,0,0,24,23
78,"=""02:12:37.944.022.280 085.980us""",54,10,FF,78,1,FF,60000,38,00 E4,1.5447731667486628,1.550437396816897,0,00 00 00 00,0,0,0,24,23
79,"=""02:13:06.694.898.240 085.960us""",58,10,FF,79,1,FF,60000,38,00 E4,1.5447731667486628,1.550437396816897,0,00 00 00 00,0,0,0,24,23
80,"=""02:13:35.447.263.600 086.000us""",62,10,FF,80,1,FF,60000,39,00 EA,1.544788067911633,1.5504171312352575,0,00 00 00 00,0,0,0,24,23
81,"=""02:14:04.200.223.480 085.980us""",66,10,FF,81,1,FF,60000,39,00 EA,1.544788067911633,1.5504171312352575,0,00 00 00 00,0,0,0,24,23
82,"=""02:14:32.947.803.580 086.000us""",70,10,FF,82,1,FF,60000,40,00 F0,1.5447618418648055,1.5503867328627983,0,00 00 00 00,0,0,0,24,23
83,"=""02:15:01.701.624.040 085.980us""",74,10,FF,83,1,FF,60000,40,00 F0,1.5447618418648055,1.5503867328627983,0,00 00 00 00,0,0,0,24,23
84,"=""02:15:30.457.046.800 086.000us""",78,10,FF,84,1,FF,60000,41,00 F6,1.5447803193068885,1.5503932893745052,0,00 00 00 00,0,0,0,24,23
85,"=""02:15:59.204.315.280 086.000us""",82,10,FF,85,1,FF,60000,41,00 F6,1.5447803193068885,1.5503932893745052,0,00 00 00 00,0,0,0,24,23
86,"=""02:16:27.957.239.540 086.020us""",86,10,FF,86,1,FF,60000,42,00 FC,1.5447612458182867,1.5504129589096258,0,00 00 00 00,0,0,0,24,23
87,"=""02:16:56.713.587.600 085.980us""",90,10,FF,87,1,FF,60000,42,00 FC,1.5447612458182867,1.5504129589096258,0,00 00 00 00,0,0,0,24,23
88,"=""02:17:25.469.518.740 085.980us (Mar-14-2024)""",94,10,FF,88,1,FF,60000,43,01 02,1.5447654181439183,1.5504332244912653,0,00 00 00 00,0,0,0,24,23
89,"=""02:17:54.226.856.140 086.060us""",98,10,FF,89,1,FF,60000,43,01 02,1.5447654181439183,1.5504332244912653,0,00 00 00 00,0,0,0,24,23
90,"=""02:18:22.978.569.120 086.020us""",102,10,FF,90,1,FF,60000,44,01 08,1.5447391920970908,1.5503962696070992,0,00 00 00 00,0,0,0,24,23
91,"=""02:18:51.731.417.200 086.000us""",106,10,FF,91,1,FF,60000,44,01 08,1.5447391920970908,1.5503962696070992,0,00 00 00 00,0,0,0,24,23
92,"=""02:19:20.489.287.080 086.240us""",110,10,FF,92,1,FF,60000,45,01 0E,1.5447683983765124,1.5504159391422199,0,00 00 00 00,0,0,0,24,23
93,"=""02:19:49.255.818.340 086.140us""",114,10,FF,93,1,FF,60000,45,01 0E,1.5447683983765124,1.5504159391422199,0,00 00 00 00,0,0,0,24,23
94,"=""02:20:18.021.696.700 086.040us""",3,10,FF,94,2,FF,60000,46,00 00,0.0,0.0,0,00 00 00 00,0,0,0,24,23
95,"=""02:20:46.786.334.800 086.120us""",7,10,FF,95,2,FF,60000,46,00 00,0.0,0.0,0,00 00 00 00,0,0,0,24,23
96,"=""02:21:15.552.395.280 085.960us""",11,10,FF,96,2,FF,60000,47,01 1B,10.000000596046519,1.5504099786770318,0,00 00 00 00,0,1,0,24,23
97,"=""02:21:44.320.157.060 086.000us""",15,10,FF,97,2,FF,60000,47,01 1B,10.000000596046519,1.5504099786770318,0,00 00 00 00,0,1,0,24,23
98,"=""02:22:13.086.762.620 086.040us""",19,10,FF,98,2,FF,60000,48,01 21,1.5447737627951816,1.5504385889099346,0,00 00 00 00,0,0,0,24,23
99,"=""02:22:41.851.809.020 086.040us""",23,10,FF,99,2,FF,60000,48,01 21,1.5447737627951816,1.5504385889099346,0,00 00 00 00,0,0,0,24,23
100,"=""02:23:10.607.348.120 086.020us""",27,10,FF,100,2,FF,60000,49,01 27,1.544766610236956,1.5504195154213327,0,00 00 00 00,0,0,0,24,23
101,"=""02:23:39.375.588.940 086.180us""",31,10,FF,101,2,FF,60000,49,01 27,1.544766610236956,1.5504195154213327,0,00 00 00 00,0,0,0,24,23
102,"=""02:24:08.135.228.060 085.980us""",35,10,FF,102,2,FF,60000,50,01 2D,1.5447576695391738,1.5504141510026634,0,00 00 00 00,0,0,0,24,23
103,"=""02:24:36.884.330.480 085.980us""",39,10,FF,103,2,FF,60000,50,01 2D,1.5447576695391738,1.5504141510026634,0,00 00 00 00,0,0,0,24,23
104,"=""02:25:05.629.474.920 086.040us""",43,10,FF,104,2,FF,60000,51,01 33,1.5447433644227224,1.5504266679795584,0,00 00 00 00,0,0,0,24,23
105,"=""02:25:34.379.870.380 085.960us""",47,10,FF,105,2,FF,60000,51,01 33,1.5447433644227224,1.5504266679795584,0,00 00 00 00,0,0,0,24,23
106,"=""02:26:03.142.993.980 086.040us""",51,10,FF,106,2,FF,60000,52,01 39,1.54476959046955,1.5504135549561446,0,00 00 00 00,0,0,0,24,23
107,"=""02:26:31.906.797.780 086.000us""",55,10,FF,107,2,FF,60000,52,01 39,1.54476959046955,1.5504135549561446,0,00 00 00 00,0,0,0,24,23
108,"=""02:27:00.658.988.080 085.980us (Mar-14-2024)""",59,10,FF,108,2,FF,60000,53,01 3F,1.5447713786091064,1.550378388211535,0,00 00 00 00,0,0,0,24,23
109,"=""02:27:29.412.987.080 086.140us""",63,10,FF,109,2,FF,60000,53,01 3F,1.5447713786091064,1.550378388211535,0,00 00 00 00,0,0,0,24,23
110,"=""02:27:58.175.348.940 086.020us""",67,10,FF,110,2,FF,60000,54,01 45,1.5447451525622788,1.5504099786770318,0,00 00 00 00,0,0,0,24,23
111,"=""02:28:26.937.282.100 086.020us""",71,10,FF,111,2,FF,60000,54,01 45,1.5447451525622788,1.5504099786770318,0,00 00 00 00,0,0,0,24,23
112,"=""02:28:55.698.013.400 086.000us""",75,10,FF,112,2,FF,60000,55,01 4B,1.5447499209344293,1.5504111707700694,0,00 00 00 00,0,0,0,24,23
113,"=""02:29:24.464.569.600 086.020us""",79,10,FF,113,2,FF,60000,55,01 4B,1.5447499209344293,1.5504111707700694,0,00 00 00 00,0,0,0,24,23
114,"=""02:29:53.228.144.680 086.000us""",83,10,FF,114,2,FF,60000,56,01 51,1.5447797232603697,1.550412362863107,0,00 00 00 00,0,0,0,24,23
115,"=""02:30:21.991.288.020 086.160us""",87,10,FF,115,2,FF,60000,56,01 51,1.5447797232603697,1.550412362863107,0,00 00 00 00,0,0,0,24,23
116,"=""02:30:50.748.964.020 085.980us""",91,10,FF,116,2,FF,60000,57,01 57,1.544735615817978,1.5504135549561446,0,00 00 00 00,0,0,0,24,23
117,"=""02:31:19.501.980.640 086.180us""",95,10,FF,117,2,FF,60000,57,01 57,1.544735615817978,1.5504135549561446,0,00 00 00 00,0,0,0,24,23
118,"=""02:31:48.253.041.400 086.160us""",99,10,FF,118,2,FF,60000,58,01 5D,1.544760053725249,1.5504254758865208,0,00 00 00 00,0,0,0,24,23
119,"=""02:32:17.002.129.480 086.080us""",103,10,FF,119,2,FF,60000,58,01 5D,1.544760053725249,1.5504254758865208,0,00 00 00 00,0,0,0,24,23
120,"=""02:32:45.762.108.540 086.060us""",107,10,FF,120,2,FF,60000,59,01 63,1.5447534972135422,1.5504129589096258,0,00 00 00 00,0,0,0,24,23
121,"=""02:33:14.524.022.040 085.960us""",111,10,FF,121,2,FF,60000,59,01 63,1.5447534972135422,1.5504129589096258,0,00 00 00 00,0,0,0,24,23
122,"=""02:33:43.289.459.960 086.160us""",115,10,FF,122,2,FF,60000,60,01 69,1.5447678023299936,1.5504135549561446,0,00 00 00 00,0,0,0,24,23
123,"=""02:34:12.050.360.420 086.140us""",119,10,FF,123,2,FF,60000,60,01 69,1.5447678023299936,1.5504135549561446,0,00 00 00 00,0,0,0,24,23
124,"=""02:34:40.808.554.480 086.000us""",123,10,FF,124,2,FF,60000,61,01 6F,1.544763033957843,1.5504224956539268,0,00 00 00 00,0,0,0,24,23
125,"=""02:35:09.567.719.180 085.960us""",127,10,FF,125,2,FF,60000,61,01 6F,1.544763033957843,1.5504224956539268,0,00 00 00 00,0,0,0,24,23
126,"=""02:35:38.331.141.820 086.000us""",131,10,FF,126,2,FF,60000,62,01 75,1.5447678023299936,1.5504159391422199,0,00 00 00 00,0,0,0,24,23
127,"=""02:36:07.092.870.720 086.180us""",135,10,FF,127,2,FF,60000,62,01 75,1.5447678023299936,1.5504159391422199,0,00 00 00 00,0,0,0,24,23
128,"=""02:36:35.845.454.420 085.940us (Mar-14-2024)""",139,10,FF,128,2,FF,60000,63,01 7B,1.5447648220973995,1.5504391849564534,0,00 00 00 00,0,0,0,24,23
129,"=""02:37:04.600.203.980 085.980us""",143,10,FF,129,2,FF,60000,63,01 7B,1.5447648220973995,1.5504391849564534,0,00 00 00 00,0,0,0,24,23
130,"=""02:37:33.355.013.200 086.180us""",147,10,FF,130,2,FF,60000,64,01 81,1.5447797232603697,1.5503992498396932,0,00 00 00 00,0,0,0,24,23
131,"=""02:38:02.111.015.060 086.060us""",151,10,FF,131,2,FF,60000,64,01 81,1.5447797232603697,1.5503992498396932,0,00 00 00 00,0,0,0,24,23
132,"=""02:38:30.869.253.940 085.980us""",155,10,FF,132,2,FF,60000,65,01 87,1.5447815113999261,1.5504296482121525,0,00 00 00 00,0,0,0,24,23
133,"=""02:38:59.628.691.920 086.160us""",159,10,FF,133,2,FF,60000,65,01 87,1.5447815113999261,1.5504296482121525,0,00 00 00 00,0,0,0,24,23
134,"=""02:39:28.381.455.280 086.140us""",163,10,FF,134,2,FF,60000,66,01 8E,1.5447904520977083,1.5503932893745052,0,00 00 00 00,0,0,0,24,23
135,"=""02:39:57.135.317.360 086.160us""",167,10,FF,135,2,FF,60000,66,01 8E,1.5447904520977083,1.5503932893745052,0,00 00 00 00,0,0,0,24,23
136,"=""02:40:25.893.731.980 085.980us""",171,10,FF,136,2,FF,60000,67,01 94,1.5447928362837835,1.5504171312352575,0,00 00 00 00,0,0,0,24,23
137,"=""02:40:54.649.560.060 086.000us""",175,10,FF,137,2,FF,60000,67,01 94,1.5447928362837835,1.5504171312352575,0,00 00 00 00,0,0,0,24,23
138,"=""02:41:23.400.737.580 086.000us""",179,10,FF,138,2,FF,60000,68,01 9A,1.5447815113999261,1.5504320323982277,0,00 00 00 00,0,0,0,24,23
139,"=""02:41:52.158.208.000 086.160us""",183,10,FF,139,2,FF,60000,68,01 9A,1.5447815113999261,1.5504320323982277,0,00 00 00 00,0,0,0,24,23
140,"=""02:42:20.913.402.080 086.200us""",187,10,FF,140,2,FF,60000,69,01 A0,1.5447815113999261,1.5504213035608891,0,00 00 00 00,0,0,0,24,23
141,"=""02:42:49.672.919.060 086.160us""",191,10,FF,141,2,FF,60000,69,01 A0,1.5447815113999261,1.5504213035608891,0,00 00 00 00,0,0,0,24,23
142,"=""02:43:18.421.260.920 085.980us""",195,10,FF,142,2,FF,60000,70,01 A6,1.544775550934738,1.550393885421024,0,00 00 00 00,0,0,0,24,23
143,"=""02:43:47.174.900.240 085.980us""",199,10,FF,143,2,FF,60000,70,01 A6,1.544775550934738,1.550393885421024,0,00 00 00 00,0,0,0,24,23
144,"=""02:44:15.931.924.800 085.980us""",203,10,FF,144,2,FF,60000,71,01 AC,1.5447964125628963,1.5504105747235506,0,00 00 00 00,0,0,0,24,23
145,"=""02:44:44.690.234.880 086.040us""",207,10,FF,145,2,FF,60000,71,01 AC,1.5447964125628963,1.5504105747235506,0,00 00 00 00,0,0,0,24,23
146,"=""02:45:13.447.990.000 085.980us""",211,10,FF,146,2,FF,60000,72,01 B2,1.5447523051205045,1.5503867328627983,0,00 00 00 00,0,0,0,24,23
147,"=""02:45:42.196.245.240 085.980us""",215,10,FF,147,2,FF,60000,72,01 B2,1.5447523051205045,1.5503867328627983,0,00 00 00 00,0,0,0,24,23
148,"=""02:46:10.948.431.100 085.960us (Mar-14-2024)""",219,10,FF,148,2,FF,60000,73,01 B8,1.5447642260508807,1.5504391849564534,0,00 00 00 00,0,0,0,24,23
149,"=""02:46:39.707.345.240 085.980us""",223,10,FF,149,2,FF,60000,73,01 B8,1.5447642260508807,1.5504391849564534,0,00 00 00 00,0,0,0,24,23
150,"=""02:47:08.464.641.820 086.000us""",227,10,FF,150,2,FF,60000,74,01 BE,1.5447618418648055,1.550412362863107,0,00 00 00 00,0,0,0,24,23
151,"=""02:47:37.221.875.140 086.020us""",231,10,FF,151,2,FF,60000,74,01 BE,1.5447618418648055,1.550412362863107,0,00 00 00 00,0,0,0,24,23
152,"=""02:48:05.987.574.340 086.000us""",235,10,FF,152,2,FF,60000,75,01 C4,1.5447427683762036,1.5504213035608891,0,00 00 00 00,0,0,0,24,23
153,"=""02:48:34.754.796.440 086.080us""",239,10,FF,153,2,FF,60000,75,01 C4,1.5447427683762036,1.5504213035608891,0,00 00 00 00,0,0,0,24,23
154,"=""02:49:03.516.959.180 085.940us""",243,10,FF,154,2,FF,60000,76,01 CA,1.5447832995394826,1.5504117668165882,0,00 00 00 00,0,0,0,24,23
155,"=""02:49:32.281.655.060 085.960us""",247,10,FF,155,2,FF,60000,76,01 CA,1.5447832995394826,1.5504117668165882,0,00 00 00 00,0,0,0,24,23
156,"=""02:50:01.050.211.140 086.000us""",251,10,FF,156,2,FF,60000,77,01 D0,1.5447642260508807,1.5504195154213327,0,00 00 00 00,0,0,0,24,23
157,"=""02:50:29.817.792.700 085.980us""",255,10,FF,157,2,FF,60000,77,01 D0,1.5447642260508807,1.5504195154213327,0,00 00 00 00,0,0,0,24,23
158,"=""02:50:58.587.134.500 086.000us""",3,10,FF,158,2,FF,60000,78,01 D6,1.5447815113999261,1.550415343095701,0,00 00 00 00,0,0,0,24,23
159,"=""02:51:27.357.110.840 085.980us""",7,10,FF,159,2,FF,60000,78,01 D6,1.5447815113999261,1.550415343095701,0,00 00 00 00,0,0,0,24,23
160,"=""02:51:56.124.617.100 086.000us""",11,10,FF,160,2,FF,60000,79,01 DC,1.5447618418648055,1.5504517019333484,0,00 00 00 00,0,0,0,24,23
161,"=""02:52:24.891.792.920 086.060us""",15,10,FF,161,2,FF,60000,79,01 DC,1.5447618418648055,1.5504517019333484,0,00 00 00 00,0,0,0,24,23
162,"=""02:52:53.658.507.720 085.980us""",19,10,FF,162,2,FF,60000,80,01 E2,1.5447701865160688,1.550452894026386,0,00 00 00 00,0,0,0,24,23
