16:57:57.061.422.580 005.353ms,Tx,11 00 2A 27 01 28 21 13 ,..* ''.(!.,,,
16:57:57.061.509.500 086.920us,Tx,00 00 10 DF 01 FF 00 00 ,........,,,
16:57:57.061.596.400 086.900us,Tx,3A 99 00 00 01 35 00 00 ,:....5..,,,
16:57:57.061.683.280 086.880us,Tx,10 BB 23 E2 7B 22 A4 5C ,"..#.{"".\",,,
16:57:57.061.770.200 086.920us,Tx,00 00 00 00 00 00 00 00 ,........,,,
16:57:57.061.857.220 087.020us,Tx,00 00 00 3E 3C E1 AE ,...><..,,,
16:57:58.091.649.640 004.424ms,Tx,11 00 2A 29 01 2A 10 13 ,..* ).* ..,,,
16:57:58.091.736.520 086.880us,Tx,00 00 10 E0 01 FF 00 00 ,........,,,
16:57:58.091.823.440 086.920us,Tx,3A 99 00 00 01 35 00 00 ,:....5..,,,
16:57:58.091.910.320 086.880us,Tx,10 BB 23 E2 7B 22 A4 5C ,"..#.{"".\",,,
16:57:58.091.997.240 086.920us,Tx,00 00 00 00 00 00 00 00 ,........,,,
16:57:58.092.084.220 086.980us,Tx,00 00 00 3E 3C 85 02 ,...><..,,,
16:57:59.124.945.300 006.540ms,Tx,11 00 2A 2B 01 2C 10 13 ,"..* +.,..",,,
16:57:59.125.032.200 086.900us,Tx,00 00 10 E1 01 FF 00 00 ,........,,,
16:57:59.125.119.100 086.900us,Tx,3A 99 00 00 01 35 00 00 ,:....5..,,,
16:57:59.125.205.980 086.880us,Tx,10 BB 23 E2 7B 22 A4 5C ,"..#.{"".\",,,
16:57:59.125.292.900 086.920us,Tx,00 00 00 00 00 00 00 00 ,........,,,
16:57:59.125.379.860 086.960us,Tx,00 00 00 3E 3C C3 3A ,...><.:,,,
16:58:00.155.049.300 005.268ms,Tx,11 00 2A 2D 01 2E 10 13 ,..* -....,,,
16:58:00.155.136.180 086.880us,Tx,00 00 10 E2 01 FF 00 00 ,........,,,
16:58:00.155.223.060 086.880us,Tx,3A 99 00 00 01 35 00 00 ,:....5..,,,
16:58:00.155.309.960 086.900us,Tx,10 BB 23 E2 7B 22 A4 5C ,"..#.{"".\",,,
16:58:00.155.396.860 086.900us,Tx,00 00 00 00 00 00 00 00 ,........,,,
16:58:00.155.483.820 086.960us,Tx,00 00 00 3E 3C 0C B5 ,...><..,,,
16:58:01.185.524.840 004.424ms,Tx,11 00 2A 2F 01 30 10 13 ,..* /.0..,,,
16:58:01.185.611.740 086.900us,Tx,00 00 10 E3 01 FF 00 00 ,........,,,
16:58:01.185.698.620 086.880us,Tx,3A 99 00 00 01 35 00 00 ,:....5..,,,
16:58:01.185.785.480 086.860us,Tx,10 BB 23 E2 7B 22 A4 5C ,"..#.{"".\",,,
16:58:01.185.872.400 086.920us,Tx,00 00 00 00 00 00 00 00 ,........,,,
16:58:01.185.959.400 087.000us,Tx,00 00 00 3E 3C 44 C4 ,...><D.,,,
16:58:02.218.796.060 006.509ms,Tx,11 00 2A 31 01 32 10 13 ,..* 1.2..,,,
16:58:02.218.882.940 086.880us,Tx,00 00 10 E4 01 FF 00 00 ,........,,,
16:58:02.218.969.800 086.860us,Tx,3A 99 00 00 01 35 00 00 ,:....5..,,,
16:58:02.219.056.660 086.860us,Tx,10 BB 23 E2 7B 22 A4 5C ,"..#.{"".\",,,
16:58:02.219.143.520 086.860us,Tx,00 00 00 00 00 00 00 00 ,........,,,
16:58:02.219.230.500 086.980us,Tx,00 00 00 3E 3C 21 7F ,...><!.,,,
16:58:03.249.137.820 005.609ms,Tx,11 00 2A 33 01 34 10 13 ,..* 3.4..,,,
16:58:03.249.224.720 086.900us,Tx,00 00 10 E5 01 FF 00 00 ,........,,,
16:58:03.249.311.600 086.880us,Tx,3A 99 00 00 01 35 00 00 ,:....5..,,,
16:58:03.249.398.480 086.880us,Tx,10 BB 23 E2 7B 22 A4 5C ,"..#.{"".\",,,
16:58:03.249.485.400 086.920us,Tx,00 00 00 00 00 00 00 00 ,........,,,
16:58:03.249.572.380 086.980us,Tx,00 00 00 3E 3C 67 47 ,...><gG,,,
16:58:04.279.502.480 004.638ms,Tx,11 00 2A 35 01 36 10 13 ,..* 5.6..,,,
16:58:04.279.589.360 086.880us,Tx,00 00 10 E6 01 FF 00 00 ,........,,,
16:58:04.279.676.220 086.860us,Tx,3A 99 00 00 01 35 00 00 ,:....5..,,,
16:58:04.279.763.080 086.860us,Tx,10 BB 23 E2 7B 22 A4 5C ,"..#.{"".\",,,
16:58:04.279.849.960 086.880us,Tx,00 00 00 00 00 00 00 00 ,........,,,
16:58:04.279.936.940 086.980us,Tx,00 00 00 3E 3C A8 C8 ,...><..,,,
16:58:05.313.116.480 006.986ms,Tx,11 00 2A 37 01 38 10 13 ,..* 7.8..,,,
16:58:05.313.203.380 086.900us,Tx,00 00 10 E7 01 FF 00 00 ,........,,,
16:58:05.313.290.280 086.900us,Tx,3A 99 00 00 01 35 00 00 ,:....5..,,,
16:58:05.313.377.180 086.900us,Tx,10 BB 23 E2 7B 22 A4 5C ,"..#.{"".\",,,
16:58:05.313.464.120 086.940us,Tx,00 00 00 00 00 00 00 00 ,........,,,
16:58:05.313.551.100 086.980us,Tx,00 00 00 3E 3C EB 37 ,...><.7,,,
16:58:06.343.454.920 006.226ms,Tx,11 00 2A 39 01 3A 10 13 ,..* 9.:..,,,
16:58:06.343.541.840 086.920us,Tx,00 00 10 E8 01 FF 00 00 ,........,,,
