16:49:17.636.211.180 004.416ms,Tx,11 00 2A 18 00 18 10 7F ,..* .....,,,
16:49:17.636.298.080 086.900us,Tx,00 00 37 0F 03 FF 00 00 ,..7.....,,,
16:49:17.636.384.960 086.880us,Tx,3A 99 00 00 03 D8 00 00 ,:.......,,,
16:49:17.636.471.840 086.880us,Tx,34 A6 23 E3 72 22 A4 49 ,"4.#.r"".I",,,
16:49:17.636.558.740 086.900us,Tx,00 00 00 00 00 00 00 16 ,........,,,
16:49:17.636.645.720 086.980us,Tx,00 00 00 3D 3B 45 15 ,...=;E.,,,
16:49:18.666.538.180 004.534ms,Tx,11 00 2A 1A 00 1A 10 7F ,..* .....,,,
16:49:18.666.625.080 086.900us,Tx,00 00 37 10 03 FF 00 00 ,..7.....,,,
16:49:18.666.711.960 086.880us,Tx,3A 99 00 00 03 D8 00 00 ,:.......,,,
16:49:18.666.798.860 086.900us,Tx,34 A6 23 E3 72 22 A4 49 ,"4.#.r"".I",,,
16:49:18.666.885.780 086.920us,Tx,00 00 00 00 00 00 00 16 ,........,,,
16:49:18.666.972.760 086.980us,Tx,00 00 00 3D 3B 03 B6 ,...=;..,,,
16:49:19.696.891.800 004.914ms,Tx,11 00 2A 1C 00 1C 10 7F ,..* .....,,,
16:49:19.696.978.740 086.940us,Tx,00 00 37 11 03 FF 00 00 ,..7.....,,,
16:49:19.697.065.680 086.940us,Tx,3A 99 00 00 03 D8 00 00 ,:.......,,,
16:49:19.697.152.600 086.920us,Tx,34 A6 23 E3 72 22 A4 49 ,"4.#.r"".I",,,
16:49:19.697.239.540 086.940us,Tx,00 00 00 00 00 00 00 16 ,........,,,
16:49:19.697.326.520 086.980us,Tx,00 00 00 3C 3B 5D 90 ,...<;].,,,
16:49:20.727.349.160 005.276ms,Tx,11 00 2A 1E 00 1E 10 7F ,..* .....,,,
16:49:20.727.436.060 086.900us,Tx,00 00 37 12 03 FF 00 00 ,..7.....,,,
16:49:20.727.522.960 086.900us,Tx,3A 99 00 00 03 D8 00 00 ,:.......,,,
16:49:20.727.609.880 086.920us,Tx,34 A6 23 E3 72 22 A4 49 ,"4.#.r"".I",,,
