16:57:04.905.487.080 005.001ms,Tx,11 00 2A 0D 01 0E 10 13 ,..* .....,,,
16:57:04.905.573.980 086.900us,Tx,00 00 13 2A 01 FF 00 00 ,...* ....,,,
16:57:04.905.660.880 086.900us,Tx,3A 99 00 00 00 73 00 00 ,:....s..,,,
16:57:04.905.747.820 086.940us,Tx,00 01 23 E2 B9 22 A4 54 ,"..#.."".T",,,
16:57:04.905.834.720 086.900us,Tx,00 00 00 00 00 00 00 00 ,........,,,
16:57:04.905.921.660 086.940us,Tx,00 00 00 3C 3B 81 A5 ,...<;..,,,
16:57:05.936.047.520 005.766ms,Tx,11 00 2A 0F 01 10 10 13 ,..* .....,,,
16:57:05.936.134.440 086.920us,Tx,00 00 13 2B 01 FF 00 00 ,...+....,,,
16:57:05.936.221.360 086.920us,Tx,3A 99 00 00 00 73 00 00 ,:....s..,,,
16:57:05.936.308.300 086.940us,Tx,00 01 23 E2 B9 22 A4 54 ,"..#.."".T",,,
16:57:05.936.395.200 086.900us,Tx,00 00 00 00 00 00 00 00 ,........,,,
16:57:05.936.482.140 086.940us,Tx,00 00 00 3C 3B C9 D4 ,...<;..,,,
16:57:06.966.631.380 006.544ms,Tx,11 00 2A 11 01 12 10 13 ,..* .....,,,
16:57:06.966.718.280 086.900us,Tx,00 00 13 2C 01 FF 00 00 ,"...,....",,,
16:57:06.966.805.180 086.900us,Tx,3A 99 00 00 00 73 00 00 ,:....s..,,,
16:57:06.966.892.100 086.920us,Tx,00 01 23 E2 B9 22 A4 54 ,"..#.."".T",,,
16:57:06.966.979.000 086.900us,Tx,00 00 00 00 00 00 00 00 ,........,,,
16:57:06.967.065.940 086.940us,Tx,00 00 00 3C 3B AC 6F ,...<;.o,,,
16:57:07.994.444.180 004.413ms,Tx,11 00 2A 13 01 14 10 13 ,..* .....,,,
16:57:07.994.531.100 086.920us,Tx,00 00 13 2D 01 FF 00 00 ,...-....,,,
16:57:07.994.618.000 086.900us,Tx,3A 99 00 00 00 73 00 00 ,:....s..,,,
16:57:07.994.704.940 086.940us,Tx,00 01 23 E2 B9 22 A4 54 ,"..#.."".T",,,
16:57:07.994.791.860 086.920us,Tx,00 00 00 00 00 00 00 00 ,........,,,
16:57:07.994.878.820 086.960us,Tx,00 00 00 3C 3B EA 57 ,...<;.W,,,
16:57:09.024.674.220 004.411ms,Tx,11 00 2A 15 01 16 10 13 ,..* .....,,,
16:57:09.024.761.100 086.880us,Tx,00 00 13 2E 01 FF 00 00 ,........,,,
16:57:09.024.847.980 086.880us,Tx,3A 99 00 00 00 73 00 00 ,:....s..,,,
16:57:09.024.934.900 086.920us,Tx,00 01 23 E2 B9 22 A4 54 ,"..#.."".T",,,
16:57:09.025.021.780 086.880us,Tx,00 00 00 00 00 00 00 00 ,........,,,
16:57:09.025.108.720 086.940us,Tx,00 00 00 3C 3B 25 D8 ,...<;%.,,,
16:57:10.055.008.800 004.528ms,Tx,11 00 2A 17 01 18 10 13 ,..* .....,,,
16:57:10.055.095.700 086.900us,Tx,00 00 13 2F 01 FF 00 00 ,.../....,,,
16:57:10.055.182.580 086.880us,Tx,3A 99 00 00 00 73 00 00 ,:....s..,,,
16:57:10.055.269.500 086.920us,Tx,00 01 23 E2 B9 22 A4 54 ,"..#.."".T",,,
16:57:10.055.356.400 086.900us,Tx,00 00 00 00 00 00 00 00 ,........,,,
16:57:10.055.443.320 086.920us,Tx,00 00 00 3C 3B 66 27 ,...<;f'',,,
16:57:11.085.572.500 005.079ms,Tx,11 00 2A 19 01 1A 10 13 ,..* .....,,,
16:57:11.085.659.400 086.900us,Tx,00 00 13 30 01 FF 00 00 ,...0....,,,
16:57:11.085.746.300 086.900us,Tx,3A 99 00 00 00 73 00 00 ,:....s..,,,
16:57:11.085.833.220 086.920us,Tx,00 01 23 E2 B9 22 A4 54 ,"..#.."".T",,,
16:57:11.085.920.120 086.900us,Tx,00 00 00 00 00 00 00 00 ,........,,,
16:57:11.086.007.060 086.940us,Tx,00 00 00 3C 3B 5D F5 ,...<;].,,,
16:57:12.116.049.120 005.783ms,Tx,11 00 2A 1B 01 1C 10 13 ,..* .....,,,
16:57:12.116.136.000 086.880us,Tx,00 00 13 31 01 FF 00 00 ,...1....,,,
16:57:12.116.222.880 086.880us,Tx,3A 99 00 00 00 73 00 00 ,:....s..,,,
16:57:12.116.309.780 086.900us,Tx,00 01 23 E2 B9 22 A4 54 ,"..#.."".T",,,
16:57:12.116.396.680 086.900us,Tx,00 00 00 00 00 00 00 00 ,........,,,
16:57:12.116.483.600 086.920us,Tx,00 00 00 3C 3B 1B CD ,...<;..,,,
16:57:13.146.498.600 006.298ms,Tx,11 00 2A 1D 01 1E 10 13 ,..* .....,,,
16:57:13.146.585.520 086.920us,Tx,00 00 13 32 01 FF 00 00 ,...2....,,,
16:57:13.146.672.460 086.940us,Tx,3A 99 00 00 00 73 00 00 ,:....s..,,,
16:57:13.146.759.420 086.960us,Tx,00 01 23 E2 B9 22 A4 54 ,"..#.."".T",,,
16:57:13.146.846.360 086.940us,Tx,00 00 00 00 00 00 00 00 ,........,,,
16:57:13.146.933.320 086.960us,Tx,00 00 00 3C 3B D4 42 ,...<;.B,,,
