17:08:25.021.685.540 005.648ms,Tx,11 00 2A 0D 01 0E 10 13 ,..* .....,,,
17:08:25.021.771.600 086.060us,Tx,00 00 1B 09 01 FF 00 00 ,........,,,
17:08:25.021.857.660 086.060us,Tx,3A 99 00 00 01 F0 00 00 ,:.......,,,
17:08:25.021.943.740 086.080us,Tx,00 01 23 E1 05 22 AB E6 ,"..#..""..",,,
17:08:25.022.029.780 086.040us,Tx,00 00 00 00 00 00 00 00 ,........,,,
17:08:25.022.115.840 086.060us,Tx,00 00 00 03 01 95 BC ,.......,,,
17:08:26.051.864.140 005.375ms,Tx,11 00 2A 0F 01 10 10 13 ,..* .....,,,
17:08:26.051.950.200 086.060us,Tx,00 00 1B 0A 01 FF 00 00 ,........,,,
17:08:26.052.036.240 086.040us,Tx,3A 99 00 00 01 F0 00 00 ,:.......,,,
17:08:26.052.122.280 086.040us,Tx,00 01 23 E1 05 22 AB E6 ,"..#..""..",,,
17:08:26.052.208.340 086.060us,Tx,00 00 00 00 00 00 00 00 ,........,,,
17:08:26.052.294.400 086.060us,Tx,00 00 00 03 01 F5 A6 ,.......,,,
17:08:27.082.207.540 005.250ms,Tx,11 00 2A 11 01 12 10 13 ,..* .....,,,
17:08:27.082.293.600 086.060us,Tx,00 00 1B 0B 01 FF 00 00 ,........,,,
17:08:27.082.379.660 086.060us,Tx,3A 99 00 00 01 F1 00 00 ,:.......,,,
17:08:27.082.465.720 086.060us,Tx,00 03 23 E0 B5 22 AB FE ,"..#..""..",,,
17:08:27.082.551.780 086.060us,Tx,00 00 00 00 00 00 00 00 ,........,,,
17:08:27.082.637.860 086.080us,Tx,00 00 00 03 01 BB 63 ,......c,,,
17:08:28.112.004.500 004.673ms,Tx,11 00 2A 13 01 14 10 13 ,..* .....,,,
17:08:28.112.090.580 086.080us,Tx,00 00 1B 0C 01 FF 00 00 ,........,,,
17:08:28.112.176.660 086.080us,Tx,3A 99 00 00 01 F1 00 00 ,:.......,,,
17:08:28.112.262.740 086.080us,Tx,00 03 23 E0 B5 22 AB FE ,"..#..""..",,,
17:08:28.112.348.820 086.080us,Tx,00 00 00 00 00 00 00 00 ,........,,,
17:08:28.112.434.920 086.100us,Tx,00 00 00 03 01 85 E6 ,.......,,,
17:08:29.142.040.500 004.401ms,Tx,11 00 2A 15 01 16 10 13 ,..* .....,,,
17:08:29.142.126.580 086.080us,Tx,00 00 1B 0D 01 FF 00 00 ,........,,,
17:08:29.142.212.640 086.060us,Tx,3A 99 00 00 01 F1 00 00 ,:.......,,,
17:08:29.142.298.700 086.060us,Tx,00 03 23 E0 B5 22 AB FE ,"..#..""..",,,
17:08:29.142.384.760 086.060us,Tx,00 00 00 00 00 00 00 00 ,........,,,
17:08:29.142.470.820 086.060us,Tx,00 00 00 03 01 62 02 ,.....b.,,,
17:08:30.172.188.280 004.243ms,Tx,11 00 2A 17 01 18 10 13 ,..* .....,,,
17:08:30.172.274.400 086.120us,Tx,00 00 1B 0E 01 FF 00 00 ,........,,,
17:08:30.172.360.500 086.100us,Tx,3A 99 00 00 01 F1 00 00 ,:.......,,,
17:08:30.172.446.580 086.080us,Tx,00 03 23 E0 B5 22 AB FE ,"..#..""..",,,
17:08:30.172.532.680 086.100us,Tx,00 00 00 00 00 00 00 00 ,........,,,
17:08:30.172.618.800 086.120us,Tx,00 00 00 03 01 09 96 ,.......,,,
17:08:31.202.489.520 004.269ms,Tx,11 00 2A 19 01 1A 10 13 ,..* .....,,,
17:08:31.202.575.620 086.100us,Tx,00 00 1B 0F 01 FF 00 00 ,........,,,
17:08:31.202.661.720 086.100us,Tx,3A 99 00 00 01 F1 00 00 ,:.......,,,
17:08:31.202.747.820 086.100us,Tx,00 03 23 E0 B5 22 AB FE ,"..#..""..",,,
17:08:31.202.833.920 086.100us,Tx,00 00 00 00 00 00 00 00 ,........,,,
17:08:31.202.920.020 086.100us,Tx,00 00 00 03 01 B8 2C ,"......,",,,
17:08:32.232.629.700 003.900ms,Tx,11 00 2A 1B 01 1C 10 13 ,..* .....,,,
17:08:32.232.715.800 086.100us,Tx,00 00 1B 10 01 FF 00 00 ,........,,,
17:08:32.232.801.920 086.120us,Tx,3A 99 00 00 01 F1 00 00 ,:.......,,,
17:08:32.232.888.020 086.100us,Tx,00 03 23 E0 B5 22 AB FE ,"..#..""..",,,
17:08:32.232.974.120 086.100us,Tx,00 00 00 00 00 00 00 00 ,........,,,
17:08:32.233.060.260 086.140us,Tx,00 00 00 03 01 74 7C ,.....t|,,,
17:08:33.263.175.360 003.870ms,Tx,11 00 2A 1D 01 1E 10 13 ,..* .....,,,
17:08:33.263.261.400 086.040us,Tx,00 00 1B 11 01 FF 00 00 ,........,,,
17:08:33.263.347.420 086.020us,Tx,3A 99 00 00 01 F1 00 00 ,:.......,,,
17:08:33.263.433.480 086.060us,Tx,00 03 23 E0 B5 22 AB FE ,"..#..""..",,,
17:08:33.263.519.520 086.040us,Tx,00 00 00 00 00 00 00 00 ,........,,,
17:08:33.263.605.580 086.060us,Tx,00 00 00 03 01 93 98 ,.......,,,
17:08:34.296.041.000 006.207ms,Tx,11 00 2A 1F 01 20 10 13 ,..* .. ..,,,
17:08:34.296.127.060 086.060us,Tx,00 00 1B 12 01 FF 00 00 ,........,,,
